product_clean,meddra_pt,first_signal_yq,first_signal_idx,max_cusum
HYDROXYCUT REGULAR DRINK MIX SACHETS,Injury,2011-Q2,38,6.36842105263158
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Anxiety,2011-Q1,37,15.8495316214843
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Cardiac Disorder,2012-Q4,44,5.53684210526316
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Cardio-Respiratory Distress,2012-Q3,43,10.3947368421053
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Convulsion,2011-Q2,38,14.5345327614136
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Depression,2012-Q3,43,7.26842105263158
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Discomfort,2012-Q2,42,8.5421052631579
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Emotional Distress,2010-Q4,36,17.0445941069096
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Fear,2011-Q1,37,15.8885011536877
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Hepatic Failure,2010-Q2,34,9.05263157894737
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Hepatic Function Abnormal,2010-Q2,34,6.63157894736842
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Hepatic Steatosis,2011-Q2,38,11.7947368421053
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Hepatitis,2011-Q2,38,12.1
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Hepatocellular Injury,2011-Q2,38,11.2721276385176
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Hypertension,2012-Q2,42,15.5437979284855
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Injury,2011-Q1,37,16.1629736474342
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Jaundice,2011-Q1,37,12.8421052631579
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Liver Function Test Abnormal,2011-Q2,38,9.03703893083168
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Liver Injury,2011-Q2,38,14.0491581972562
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Multiple Injuries,2010-Q2,34,8.87920165434569
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Myalgia,2010-Q2,34,12.4523324947705
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Myocardial Infarction,2011-Q2,38,12.2253646718987
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Nervousness,2011-Q1,37,15.9635938925413
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Obesity,2012-Q3,43,5.66315789473684
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Pain,2011-Q1,37,17.0389498331325
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Renal Disorder,2012-Q2,42,13.8596338638147
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Renal Failure,2011-Q2,38,11.1813951985156
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Renal Impairment,2011-Q2,38,5.41578947368421
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Rhabdomyolysis,2011-Q2,38,11.157832868258
KRATOM,Accidental Death,2018-Q3,67,12.0920712297028
KRATOM,Brain Oedema,2018-Q3,67,12.4165264079599
KRATOM,Cardiomegaly,2018-Q4,68,8.76842105263158
KRATOM,Contusion,2018-Q4,68,5.85263157894737
KRATOM,Convulsion,2018-Q4,68,7.73684210526315
KRATOM,Death,2018-Q3,67,14.2510167459996
KRATOM,Dependence,2018-Q1,65,13.4786775135983
KRATOM,Drug Screen Positive,2018-Q3,67,11.7686990826261
KRATOM,Needle Track Marks,2018-Q3,67,6.83157894736842
KRATOM,Obesity,2018-Q3,67,7.81052631578947
KRATOM,Overdose,2018-Q4,68,11.6526315789474
KRATOM,Pulmonary Congestion,2018-Q3,67,10.9158928443768
KRATOM,Pulmonary Oedema,2018-Q3,67,12.5487329422851
KRATOM,Toxicity To Various Agents,2018-Q4,68,12.6363001962856
KRATOM,Toxicologic Test Abnormal,2018-Q3,67,11.4105263157895
KRATOM,Unresponsive To Stimuli,2018-Q3,67,9.45263157894737
KRATOM,Visceral Congestion,2018-Q3,67,7.81052631578947
NAC MARKETING AGELESS MALE TABLET,Cerebrovascular Accident,2014-Q1,49,6.42631578947368
NATUREMADE SUPER B COMPLEX TABLET,Staphylococcal Infection,2016-Q3,59,5.43684210526316
NATUREMADE VITAMIN B6,Neuropathy Peripheral,2024-Q2,90,8.39473684210526
NEW VITALITY SUPER BETA PROSTATE,Dysuria,2013-Q2,46,6.24736842105263
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Abdominal Pain Upper,2025-Q3,95,5.21578947368421
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Aspartate Aminotransferase Increased,2025-Q3,95,5.62105263157895
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Emergency Care,2025-Q1,93,15.2123745097111
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Hepatic Enzyme Increased,2025-Q3,95,8.24210526315789
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Hospitalisation,2025-Q1,93,16.3992115127362
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Hypersensitivity,2025-Q2,94,7.30526315789474
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Nausea,2025-Q1,93,11.9894736842105
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Palpitations,2025-Q2,94,5.43157894736842
OAD WOMEN'S 50+ MINIGELS COMPLETE MULTIVITAMIN,Foreign Body,2021-Q2,78,6.62105263157895
OAD WOMEN'S MINIGELS COMPLETE MULTIVITAMIN,Foreign Body,2021-Q3,79,7.86842105263158
ONE A DAY ESSENTIAL (MULTIVITAMINS) TABLET,Choking,2016-Q2,58,10.4473684210526
ONE A DAY ESSENTIAL (MULTIVITAMINS) TABLET,Dysphagia,2016-Q2,58,7.40526315789474
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS, MINERALS, LYCOPENE) FILM-COATED TABLET",Choking,2013-Q2,46,16.1759526498994
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS, MINERALS, LYCOPENE) FILM-COATED TABLET",Dysphagia,2013-Q2,46,8.81578947368421
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS, MINERALS, LYCOPENE) FILM-COATED TABLET",Foreign Body Trauma,2013-Q2,46,14.3743664187187
ONE A DAY WOMEN'S,Choking,2019-Q2,70,19.9426367120027
ONE A DAY WOMEN'S,Foreign Body,2020-Q4,76,19.9105263157895
ONE A DAY WOMEN'S,Retching,2021-Q3,79,5.30526315789474
ONE A DAY WOMEN'S (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,Choking,2013-Q2,46,16.7062262674925
ONE A DAY WOMEN'S (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,Foreign Body,2016-Q1,57,5.21578947368421
ONE A DAY WOMEN'S 50 PLUS HEALTHY ADVANTAGE,Choking,2020-Q4,76,11.2052631578947
ONE A DAY WOMEN'S 50 PLUS HEALTHY ADVANTAGE,Foreign Body,2020-Q3,75,11.7947368421053
ONE A DAY WOMEN'S 50 PLUS HEALTHY ADVANTAGE,Foreign Body In Throat,2023-Q3,87,9.65263157894737
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,Choking,2013-Q2,46,20.5838586356675
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,Dysphagia,2016-Q2,58,5.24736842105263
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE MULTIVITAMINS + MINERALS FILM-COATED TABLET,Choking,2015-Q2,54,5.24736842105263
ONE A DAY WOMEN'S 50+ MINIGELS COMPLETE MULTIVITAMIN,Choking,2021-Q1,77,8.82105263157895
ONE A DAY WOMEN'S 50+ MINIGELS COMPLETE MULTIVITAMIN,Foreign Body,2021-Q1,77,17.7559527213183
ONE A DAY WOMEN'S MINIGELS COMPLETE MULTIVITAMIN,Choking,2021-Q1,77,10.0894736842105
ONE A DAY WOMEN'S MINIGELS COMPLETE MULTIVITAMIN,Foreign Body,2021-Q3,79,6.02631578947368
ONE A DAY WOMEN'S MULTIVITAMINS + MINERALS FILM-COATED TABLET,Choking,2015-Q1,53,7.08947368421053
ONE A DAY WOMENS,Foreign Body,2020-Q4,76,6.83157894736842
ONE A DAY WOMENS 50 PLUS HEALTHY ADVANTAGE,Choking,2025-Q3,95,6.30526315789474
ONE A DAY WOMENS MULTIVITAMINS COATED TABLET,Choking,2012-Q1,41,8.78947368421053
ONE A DAY WOMENS (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,Choking,2014-Q2,50,8.82105263157895
ONE-A-DAY WOMEN'S (MULTIVITAMINS) COATED TABLET,Choking,2011-Q3,39,5.66315789473684
OXYELITE PRO,Abdominal Pain,2013-Q4,48,5.78947368421053
OXYELITE PRO,Alanine Aminotransferase Increased,2013-Q4,48,7.15263157894737
OXYELITE PRO,Aspartate Aminotransferase Increased,2014-Q2,50,5.21578947368421
OXYELITE PRO,Blood Bilirubin Increased,2013-Q4,48,11.1000633189248
OXYELITE PRO,Chromaturia,2013-Q4,48,7.49473684210526
OXYELITE PRO,Fatigue,2013-Q4,48,9.47590593553581
OXYELITE PRO,Hepatic Enzyme Increased,2013-Q4,48,9.52588080905947
OXYELITE PRO,Hepatitis,2013-Q4,48,7.21578947368421
OXYELITE PRO,Jaundice,2013-Q4,48,10.6710514081922
OXYELITE PRO,Malaise,2013-Q4,48,9.02865307136657
OXYELITE PRO,Nausea,2013-Q4,48,9.93452112391925
OXYELITE PRO (REVISED FORMULA),Liver Injury,2013-Q3,47,5.43684210526316
PLEXUS PROBIO5,Abdominal Pain Upper,2018-Q2,66,5.24736842105263
PLEXUS SLIM,Diarrhoea,2018-Q2,66,7.3421052631579
PLEXUS SLIM,Heart Rate Increased,2018-Q1,65,5.30526315789474
PRESERVISION AREDS 2,Age-Related Macular Degeneration,2021-Q1,77,13.2105263157895
PRESERVISION AREDS 2,Blindness,2017-Q4,64,6.77894736842105
PRESERVISION AREDS 2,Blood Glucose Increased,2018-Q3,67,5.17368421052632
PRESERVISION AREDS 2,Cataract,2023-Q4,88,8.96842105263158
PRESERVISION AREDS 2,Condition Aggravated,2018-Q4,68,16.0401982444236
PRESERVISION AREDS 2,Death,2022-Q4,84,19.286289519196
PRESERVISION AREDS 2,Foreign Body,2017-Q4,64,15.2994635330894
PRESERVISION AREDS 2,Macular Degeneration,2022-Q1,81,18.7367192332948
PRESERVISION AREDS 2,Neovascular Age-Related Macular Degeneration,2024-Q1,89,5.57894736842105
PRESERVISION AREDS 2,Visual Impairment,2022-Q2,82,14.4081215999017
PRESERVISION AREDS 2 FORMULA,Foreign Body,2019-Q2,70,7.42105263157895
PRESERVISION AREDS 2 FORMULA SOFT GELS,Age-Related Macular Degeneration,2025-Q3,95,5.41052631578947
PRESERVISION AREDS 2 FORMULA SOFT GELS,Blindness,2025-Q1,93,12.0263157894737
PRESERVISION AREDS 2 FORMULA SOFT GELS,Blindness Unilateral,2025-Q3,95,5.68947368421053
PRESERVISION AREDS 2 FORMULA SOFT GELS,Cataract,2025-Q1,93,10.0263157894737
PRESERVISION AREDS 2 FORMULA SOFT GELS,Condition Aggravated,2025-Q2,94,7.28947368421053
PRESERVISION AREDS 2 FORMULA SOFT GELS,Death,2024-Q2,90,19.2496370702142
PRESERVISION AREDS 2 FORMULA SOFT GELS,Macular Degeneration,2024-Q3,91,14.8816497165508
PRESERVISION AREDS 2 FORMULA SOFT GELS,Neovascular Age-Related Macular Degeneration,2024-Q3,91,17.3004711145696
PRESERVISION AREDS 2 FORMULA SOFT GELS,Visual Impairment,2025-Q2,94,6.86315789473684
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Blood Pressure Increased,2016-Q4,60,8.46842105263158
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Condition Aggravated,2016-Q4,60,6.02631578947369
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Dysphagia,2016-Q3,59,17.5588700577385
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Fall,2017-Q2,62,5.45789473684211
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Foreign Body,2016-Q4,60,10.9894736842105
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",Age-Related Macular Degeneration,2017-Q1,61,9.14419650960045
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",Condition Aggravated,2017-Q1,61,9.45468778348314
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",Macular Degeneration,2017-Q1,61,6.42631578947368
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",Visual Impairment,2017-Q1,61,5.42631578947368
PROTANDIM US,Diarrhoea,2013-Q3,47,7.17368421052632
PROTANDIM US,Vomiting,2013-Q1,45,7.31578947368421
PURITY FIRST B50,Blood Cholesterol Increased,2013-Q1,45,9.14419650960045
PURITY FIRST B50,Fatigue,2013-Q1,45,9.14419650960045
PURITY FIRST B50,Liver Function Test Abnormal,2013-Q1,45,9.14419650960045
PURITY FIRST B50,Malaise,2013-Q1,45,9.14419650960045
PURITY FIRST B50,Muscle Spasms,2013-Q1,45,9.14419650960045
PURITY FIRST B50,Myalgia,2013-Q1,45,9.14419650960045
PURITY FIRST B50,Thyroid Function Test Abnormal,2013-Q1,45,9.14419650960045
PURITY FIRST VARIOUS DIETARY SUPPLEMENTS,Asthenia,2013-Q1,45,6.42631578947368
PURITY FIRST VARIOUS DIETARY SUPPLEMENTS,Fatigue,2013-Q1,45,6.42631578947368
PURITY FIRST VARIOUS DIETARY SUPPLEMENTS,Investigation Abnormal,2013-Q1,45,6.42631578947368
PURITY FIRST VARIOUS DIETARY SUPPLEMENTS,Pain,2013-Q1,45,6.42631578947368
REUMOFAN PLUS,Arthralgia,2012-Q2,42,7.24210526315789
REUMOFAN PLUS,Body Temperature Increased,2012-Q2,42,7.78947368421053
REUMOFAN PLUS,Chills,2012-Q2,42,5.42631578947368
REUMOFAN PLUS,Dizziness,2012-Q2,42,9.36836129483988
REUMOFAN PLUS,Fatigue,2012-Q2,42,8.74736842105263
REUMOFAN PLUS,Heart Rate Increased,2012-Q2,42,6.42631578947368
REUMOFAN PLUS,Immobile,2012-Q2,42,5.43684210526316
REUMOFAN PLUS,Muscle Spasms,2012-Q3,43,6.53684210526316
REUMOFAN PLUS,Weight Increased,2012-Q2,42,12.4010745095749
RITUAL ESSENTIAL FOR WOMEN PRENATAL MULTIVITAMIN,Gastrointestinal Disorder,2025-Q1,93,6.92105263157895
RITUAL SYNBIOTIC PLUS PREBIOTIC PROBIOTIC POSTBIOTIC,Gastrointestinal Disorder,2024-Q4,92,12.6578947368421
SLOW FE BROWN (NCH) (FERROUS SULFATE) TABLET,Constipation,2013-Q2,46,5.85263157894737
SUPER BETA PROSTATE,Blood Urine Present,2015-Q4,56,22.5746225714658
SUPER BETA PROSTATE,Cerebrovascular Accident,2016-Q1,57,18.9958756285222
SUPER BETA PROSTATE,Dysuria,2016-Q2,58,10.4894736842105
SUPER BETA PROSTATE,Haematochezia,2016-Q1,57,18.988535028306
SUPER BETA PROSTATE,Haematospermia,2017-Q4,64,6.07894736842105
SUPER BETA PROSTATE,Haematuria,2018-Q1,65,5.92105263157895
SUPER BETA PROSTATE,Haemorrhage,2015-Q4,56,21.7636822384395
SUPER BETA PROSTATE,Myocardial Infarction,2016-Q3,59,17.2736842105263
SUPER BETA PROSTATE,Prostate Cancer,2016-Q4,60,6.11578947368421
SUPER BETA PROSTATE,Prostatomegaly,2016-Q1,57,12.1684210526316
SUPER BETA PROSTATE,Rectal Haemorrhage,2016-Q1,57,17.1578947368421
SUPER BETA PROSTATE,Renal Disorder,2016-Q4,60,8.85263157894737
SUPER BETA PROSTATE,Renal Failure,2017-Q2,62,13.0947368421053
SUPER BETA PROSTATE,Urinary Retention,2017-Q1,61,18.3975045614566
SUPER BETA PROSTATE,Urinary Tract Infection,2016-Q2,58,17.4631578947368
SUPER BETA PROSTATE P3 ADVANCED,Blood Urine Present,2018-Q3,67,19.3768244009923
SUPER BETA PROSTATE P3 ADVANCED,Cerebrovascular Accident,2018-Q4,68,7.92105263157895
SUPER BETA PROSTATE P3 ADVANCED,Haemorrhage,2019-Q2,70,7.61578947368421
SUPER BETA PROSTATE P3 ADVANCED,Myocardial Infarction,2019-Q1,69,7.2421052631579
SUPER BETA PROSTATE P3 ADVANCED,Nephrolithiasis,2018-Q3,67,5.81052631578947
SUPER BETA PROSTATE P3 ADVANCED,Urinary Retention,2018-Q3,67,16.3210526315789
SUPER BETA VIRILITY BOOST,Blood Pressure Increased,2018-Q1,65,6.36315789473684
SUPER BETA VIRILITY BOOST,Blood Urine Present,2017-Q2,62,18.0661747702387
SUPER BETA VIRILITY BOOST,Haematochezia,2017-Q3,63,9.45263157894737
SUSTAIN,Nausea,2017-Q3,63,6.62105263157895
THINOGENICS,Heart Rate Increased,2014-Q1,49,5.43684210526316
TOTAL BODY ESSENTIAL TOTAL BODY FORMULA,Arthralgia,2008-Q1,25,7.41578947368421
TOTAL BODY ESSENTIAL TOTAL BODY FORMULA,Diarrhoea,2008-Q1,25,7.41578947368421
TOTAL BODY ESSENTIAL TOTAL BODY FORMULA,Hypotrichosis,2008-Q1,25,9.14419650960045
TOTAL BODY FORMULA,Arthralgia,2008-Q2,26,11.4485628582801
TOTAL BODY FORMULA,Diarrhoea,2008-Q2,26,11.3917184285353
TOTAL BODY FORMULA,Fatigue,2008-Q2,26,8.78947368421053
TOTAL BODY FORMULA,Hypotrichosis,2008-Q2,26,10.697953037312
TOTAL BODY FORMULA,Muscle Spasms,2008-Q2,26,7.81052631578947
TOTAL BODY FORMULA TROPICAL ORANGE,Diarrhoea,2008-Q2,26,5.85263157894737
TOTAL BODY FORMULA TROPICAL ORANGE,Hypotrichosis,2008-Q2,26,5.85263157894737
TRIPLE ACTION VIRILITY,Blood Pressure Increased,2016-Q3,59,5.43157894736842
TRIPLE ACTION VIRILITY,Blood Urine Present,2015-Q3,55,10.6526315789474
TRIPLE ACTION VIRILITY,Cerebrovascular Accident,2016-Q3,59,5.21578947368421
TRIPLE ACTION VIRILITY,Haematochezia,2016-Q2,58,5.76315789473684
TRIPLE ACTION VIRILITY,Haemorrhage,2016-Q2,58,7.46842105263158
TRIVEREX,Chest Pain,2012-Q4,44,5.66315789473684
TRIVEREX,Dyspnoea,2012-Q3,43,7.53684210526316
VITAMIN B6,Arthralgia,2024-Q2,90,6.41578947368421
VITAMIN B6,Hypervitaminosis,2024-Q2,90,7.41578947368421
VITAMIN B6,Hypoaesthesia,2024-Q2,90,6.78947368421053
VITAMIN B6,Muscle Twitching,2024-Q2,90,6.41578947368421
VITAMIN B6,Neuropathy Peripheral,2024-Q2,90,9.12933200534909
VITAMIN B6,Paraesthesia,2024-Q2,90,9.33663261490755
VITAPEARL,Abortion Spontaneous,2020-Q4,76,11
