product_clean,meddra_pt,in_era1,in_era2,a,prr,n_methods
PREVAGEN REGULAR STRENGTH,Convulsion,FALSE,TRUE,8,9.8468952734013,4
SUPER BETA PROSTATE,Pollakiuria,FALSE,TRUE,8,3.4360092544816,3
SUPER BETA VIRILITY BOOST,Chest Pain,FALSE,TRUE,8,2.40547814533438,3
SUPER BETA VIRILITY BOOST,Hypertension,FALSE,TRUE,8,4.88535252196776,4
VITAMIN B6,Arthralgia,FALSE,TRUE,8,29.573533500139,4
VITAMIN B6,Hypervitaminosis,FALSE,TRUE,8,74.9654686398873,4
VITAMIN B6,Muscle Twitching,FALSE,TRUE,8,103.984359726295,4
AG1 WHOLE FOOD DIETARY SUPPLEMENT,Alanine Aminotransferase Increased,FALSE,TRUE,7,28.0432489451477,4
AGELESS MALE TONIGHT,Hypertension,FALSE,TRUE,7,35.4381659056317,4
ALL DAY ENERGY GREENS,Diverticulitis,FALSE,TRUE,7,5.52828554360813,4
ALL DAY ENERGY GREENS FRUITY,Hospitalisation,FALSE,TRUE,7,3.14045922942859,3
"ALL DAY ENERGY GREENS, FRUITY",Diarrhoea,FALSE,TRUE,7,5.38919591447007,4
ARBONNE ESSENTIALS BODY CLEANSE,Dyspnoea,FALSE,TRUE,7,3.81700766739104,3
ARBONNE ESSENTIALS ENERGY FIZZ STICKS - CITRUS,Dyspnoea,FALSE,TRUE,7,4.25791182658008,4
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - CHOCOLATE,Vomiting,FALSE,TRUE,7,2.39091726618705,3
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - VANILLA,Vomiting,FALSE,TRUE,7,2.45231507102011,3
ARTRI KING,Pain,FALSE,TRUE,7,4.20006321112516,3
ARTRI KING,Weight Increased,FALSE,TRUE,7,26.9280648429585,4
BENEFIBER PREBIOTIC FIBER SUPPLEMENT,Foreign Body In Throat,FALSE,TRUE,7,61.6180555555556,4
BURN,Dehydration,FALSE,TRUE,7,15.5495156980628,4
CENTRUM SILVER WOMEN 50 PLUS,Choking,FALSE,TRUE,7,2.88433656556895,3
CENTRUM SILVER WOMEN'S 50 PLUS,Choking,FALSE,TRUE,7,3.94802552091061,3
CENTRUM SILVER WOMEN'S 50+,Macular Degeneration,FALSE,TRUE,7,3.73743434343434,3
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,Retching,FALSE,TRUE,7,16.3306713470821,4
CITRACAL PETITES,Oropharyngeal Pain,FALSE,TRUE,7,2.947779887359,3
ESTER-C 24 HOUR IMMUNE SUPPORT,Choking,FALSE,TRUE,7,5.77149230149633,4
EXTENZE,Vomiting,FALSE,TRUE,7,5.31754596322942,4
GRIPE WATER,Choking,FALSE,TRUE,7,5.77149230149633,4
GUNDRY MD BIO COMPLETE 3,Diarrhoea,FALSE,TRUE,7,3.41174638079531,3
GUNDRY MD BIO COMPLETE 3,Hospitalisation,FALSE,TRUE,7,11.8660930528999,4
KRATOM,Brain Injury,FALSE,TRUE,7,35.3055769230769,4
KRATOM,Contusion,FALSE,TRUE,7,5.04365384615385,4
KRATOM,Hepatic Steatosis,FALSE,TRUE,7,17.6527884615385,4
KRATOM,Hepatomegaly,FALSE,TRUE,7,28.68578125,4
KRATOM,Paranoia,FALSE,TRUE,7,12.0782236842105,4
MODERE ACTIVATE,Blood Pressure Increased,FALSE,TRUE,7,5.1461425767753,4
MODERE ACTIVATE,Diarrhoea,FALSE,TRUE,7,3.30156590824452,3
MODERE BURN,Constipation,FALSE,TRUE,7,5.46977989642185,4
MODERE TRIM CHOCOLATE,Vomiting,FALSE,TRUE,7,2.45231507102011,3
MOMMY'S BLISS GRIPE WATER ORIGINAL,Choking,FALSE,TRUE,7,9.38043697140556,4
NATURAL ACCELERATOR,Nausea,FALSE,TRUE,7,2.97369471818051,3
NATUREMADE FULL STRENGTH MINI OMEGA 3,Foreign Body,FALSE,TRUE,7,23.8103756708408,4
NATUREMADE VITAMIN C,Choking,FALSE,TRUE,7,4.16751689264778,3
NUTRAFOL WOMEN HAIR GROWTH NUTRACEUTICAL,Hepatic Enzyme Increased,FALSE,TRUE,7,14.3359784283513,4
NUTRAFOL WOMEN HAIR GROWTH NUTRACEUTICAL,Nephrolithiasis,FALSE,TRUE,7,11.9804918877157,4
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Abdominal Pain,FALSE,TRUE,7,2.50914667099006,3
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Alanine Aminotransferase Increased,FALSE,TRUE,7,12.2440005274262,4
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Urticaria,FALSE,TRUE,7,3.03697344322344,3
OAD WOMEN'S 50+ MINIGELS COMPLETE MULTIVITAMIN,Choking,FALSE,TRUE,7,5.00158410524903,4
OAD WOMEN'S MINIGELS COMPLETE MULTIVITAMIN,Choking,FALSE,TRUE,7,4.41283077870697,4
OMEGAPLEX,Diarrhoea,FALSE,TRUE,7,3.79125689735915,3
OMEGAPLEX,Vomiting,FALSE,TRUE,7,3.54383160138556,3
ONE A DAY ESSENTIAL,Choking,FALSE,TRUE,7,4.16751689264778,3
ONE A DAY MEN'S 50+ HEALTHY ADVANTAGE,Foreign Body,FALSE,TRUE,7,8.32956171735241,4
ONE A DAY WOMEN'S,Cough,FALSE,TRUE,7,3.12718469532357,3
ONE A DAY WOMEN'S (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,Dysphagia,FALSE,TRUE,7,9.77882797731569,4
ONE A DAY WOMENS 50 PLUS HEALTHY ADVANTAGE,Foreign Body In Throat,FALSE,TRUE,7,25.9337231968811,4
OSTEO BI-FLEX TRIPLE STRENGTH,Choking,FALSE,TRUE,7,6.82136711456083,4
PATRIOT POWER GREENS,Abdominal Discomfort,FALSE,TRUE,7,4.06242898348047,3
PATRIOT POWER GREENS,Abdominal Pain Upper,FALSE,TRUE,7,2.35690922920892,3
PATRIOT POWER GREENS,Rash,FALSE,TRUE,7,3.93950245804374,3
PLEXUS BIO CLEANSE,Abdominal Pain,FALSE,TRUE,7,5.36313589854446,4
PLEXUS BIO CLEANSE,Dyspnoea,FALSE,TRUE,7,2.45836966574184,3
PRESERVISION AREDS,Blood Pressure Increased,FALSE,TRUE,7,3.06547030518753,3
PRESERVISION AREDS 2,Blood Pressure Systolic Increased,FALSE,TRUE,7,10.6786600496278,4
PRESERVISION AREDS 2,Intraocular Pressure Increased,FALSE,TRUE,7,10.1932664110083,4
PRESERVISION AREDS 2 FORMULA CHEWABLES,Macular Degeneration,FALSE,TRUE,7,14.88312,4
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Cough,FALSE,TRUE,7,3.46068443051202,3
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",Macular Degeneration,FALSE,TRUE,7,14.0390943396226,4
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",Visual Impairment,FALSE,TRUE,7,19.6076736586908,4
PURITAN'S PRIDE TURMERIC CURCUMIN,Dizziness,FALSE,TRUE,7,6.24577464788732,4
RITUAL ESSENTIAL FOR WOMEN MULTIVITAMIN 18 PLUS,Hypersensitivity,FALSE,TRUE,7,9.79183094149188,4
SUPER BETA PROSTATE,Gastrointestinal Haemorrhage,FALSE,TRUE,7,2.70956902629645,3
SUPER BETA PROSTATE,Haemorrhoids,FALSE,TRUE,7,9.97614050590964,4
SUPER BETA PROSTATE,Renal Pain,FALSE,TRUE,7,2.81378321961554,3
SUPER BETA PROSTATE P3 ADVANCED,Renal Disorder,FALSE,TRUE,7,8.57530875661621,4
SUPER BETA VIRILITY BOOST,Haemorrhage,FALSE,TRUE,7,4.03874313605857,3
SUSTAIN,Diarrhoea,FALSE,TRUE,7,6.40039169873557,4
SUSTAIN,Vomiting,FALSE,TRUE,7,5.98268884892086,4
TRIPLE ACTION VIRILITY,Blood Pressure Increased,FALSE,TRUE,7,2.84607969151671,3
TRIPLE ACTION VIRILITY,Cerebrovascular Accident,FALSE,TRUE,7,9.38241525423729,4
TRUVY TRU,Nausea,FALSE,TRUE,7,3.92090193271296,3
VITAMIN B6,Nausea,FALSE,TRUE,7,2.6128538745491,3
AG1 WHOLE FOOD POUCH 360G NON SPECIFIC,Anaphylactic Reaction,FALSE,TRUE,6,6.43541540327471,4
AG1 WHOLE FOOD POUCH 360G NON SPECIFIC,Dehydration,FALSE,TRUE,6,3.2820618556701,3
AGELESS MALE MAX,Myocardial Infarction,FALSE,TRUE,6,5.47640341221794,4
ALL DAY ENERGY GREENS FRUITY,Constipation,FALSE,TRUE,6,2.97636999756778,3
ALL DAY ENERGY GREENS FRUITY,Diverticulitis,FALSE,TRUE,6,7.77802767320198,4
"ALL DAY ENERGY GREENS, FRUITY",Blood Pressure Increased,FALSE,TRUE,6,7.19394376351838,4
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - CHOCOLATE,Rash,FALSE,TRUE,6,5.73820143884892,4
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - VANILLA,Throat Irritation,FALSE,TRUE,6,13.3239789526435,4
ARBONNE ESSENTIALS PROTEIN SHAKE MIX VANILLA,Hypersensitivity,FALSE,TRUE,6,20.3724489795918,4
ARBONNE ESSENTIALS VANILLA PROTEIN SHAKE MIX,Hypersensitivity,FALSE,TRUE,6,11.8816964285714,4
BALANCE OF NATURE WHOLE PRODUCE FRUITS 90 CAPSULES,Hospitalisation,FALSE,TRUE,6,13.2446067042814,4
BALANCE OF NATURE WHOLE PRODUCE VEGGIES 90 CAPSULES,Hospitalisation,FALSE,TRUE,6,11.2807463952502,4
BENEFIBER W/ WHEAT DEXTRIN,Abdominal Pain Upper,FALSE,TRUE,6,7.23731810145519,4
BENEFIBER W/ WHEAT DEXTRIN,Diverticulitis,FALSE,TRUE,6,46.4227973248037,4
BENEFIBER WITH WHEAT DEXTRIN,Haematochezia,FALSE,TRUE,6,12.6453709575143,4
BENEFIBER WITH WHEAT DEXTRIN,Rectal Haemorrhage,FALSE,TRUE,6,29.9875939849624,4
CENTRUM SILVER FOR WOMEN,Choking,FALSE,TRUE,6,8.03713768115942,4
CENTRUM SILVER MEN 50 PLUS,Choking,FALSE,TRUE,6,3.21340579710145,3
CENTRUM SILVER MEN'S 50 PLUS,Choking,FALSE,TRUE,6,9.18564527260179,4
CENTRUM SILVER MEN'S 50+,Foreign Body In Throat,FALSE,TRUE,6,3.20199802614353,3
CENTRUM SILVER MEN'S 50+,Neuropathy Peripheral,FALSE,TRUE,6,6.70473619838893,4
CENTRUM SILVER WOMEN'S 50+,Body Height Decreased,FALSE,TRUE,6,26.6959595959596,4
CENTRUM SILVER WOMEN'S 50+,Oropharyngeal Pain,FALSE,TRUE,6,2.9662177328844,3
CENTRUM SILVER WOMEN'S 50+,Retching,FALSE,TRUE,6,3.01082251082251,3
CENTRUM SILVER WOMEN'S 50+,Throat Irritation,FALSE,TRUE,6,2.60872569341625,3
CITRACAL CALCIUM + D SLOW RELEASE 1200,Foreign Body,FALSE,TRUE,6,6.20212145937755,4
CITRACAL PETITES,Regurgitation,FALSE,TRUE,6,15.8063679009881,4
EMERGEN-C,Feeling Abnormal,FALSE,TRUE,6,4.46681266846361,3
EMERGEN-C,Nephrolithiasis,FALSE,TRUE,6,4.01256053268765,3
FLORASTOR,Clostridium Difficile Infection,FALSE,TRUE,6,144.767695099819,4
FLORASTOR,Fungaemia,FALSE,TRUE,6,144.767695099819,4
HYDROXYCUT HARDCORE RAPID RELEASE CAPSULES,Blood Pressure Increased,FALSE,TRUE,6,11.3934075342466,4
KRATOM,Agitation,FALSE,TRUE,6,5.78536764705882,4
KRATOM,Cardiac Hypertrophy,FALSE,TRUE,6,Inf,4
KRATOM,Delusion,FALSE,TRUE,6,13.5656896551724,4
KRATOM,Excoriation,FALSE,TRUE,6,131.135,4
KRATOM,Scar,FALSE,TRUE,6,28.1003571428571,4
KRATOM,Somnolence,FALSE,TRUE,6,2.71313793103448,3
MELATONIN,Hallucination,FALSE,TRUE,6,14.1949786324786,4
MITRAGYNINE,Death,FALSE,TRUE,6,24.406173594132,4
MODERE BURN,Abdominal Distension,FALSE,TRUE,6,5.47751650165017,4
MODERE BURN,Abdominal Pain,FALSE,TRUE,6,2.86647236614853,3
MODERE TRIM CHOCOLATE,Blood Pressure Increased,FALSE,TRUE,6,3.50210748155954,3
MODERE TRIM CHOCOLATE,Dizziness,FALSE,TRUE,6,2.74159620540318,3
MOMMY'S BLISS GRIPE WATER NIGHTTIME,Choking,FALSE,TRUE,6,10.7169887278583,4
MOMMYS BLISS GRIPE WATER NIGHTTIME,Choking,FALSE,TRUE,6,10.7169887278583,4
MOMMYS BLISS GRIPE WATER ORIGINAL,Choking,FALSE,TRUE,6,10.7169887278583,4
NATURAL ACCELERATOR,Abdominal Pain Upper,FALSE,TRUE,6,4.73990911520984,4
NATUREMADE FISH OIL,Choking,FALSE,TRUE,6,4.5916149068323,4
NATUREMADE SUPER B COMPLEX TABLET,Staphylococcal Infection,FALSE,TRUE,6,206.271317829457,4
NUTRAFOL MEN HAIR GROWTH NUTRACEUTICAL,Hepatic Enzyme Increased,FALSE,TRUE,6,22.46875,4
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Nephrolithiasis,FALSE,TRUE,6,4.68414548022599,4
OCUVITE ADULT,Choking,FALSE,TRUE,6,2.79395085066163,3
OCUVITE ADULT,Foreign Body,FALSE,TRUE,6,6.20212145937755,4
OCUVITE ADULT 50+,Death,FALSE,TRUE,6,2.95187819515448,3
OMEGAPLEX,Blood Pressure Increased,FALSE,TRUE,6,5.06088280060883,4
ONE A DAY MEN'S MEN'S HEALTH FORMULA,Choking,FALSE,TRUE,6,3.38265954741927,3
ONE A DAY WOMEN'S,Coeliac Disease,FALSE,TRUE,6,7.0210340256297,4
ONE A DAY WOMEN'S 50 PLUS HEALTHY ADVANTAGE,Cough,FALSE,TRUE,6,6.11862714987715,4
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,Dysphagia,FALSE,TRUE,6,12.8405307599518,4
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE(MULTIVITAMINS + MINERALS) FILM-COATED TABLET,Choking,FALSE,TRUE,6,9.18564527260179,4
ONE A DAY WOMEN'S PETITES,Foreign Body,FALSE,TRUE,6,8.91789544235925,4
ONE A DAY WOMENS,Choking,FALSE,TRUE,6,3.78090366581415,3
ONE A DAY WOMENS 50+ MINIGELS COMPLETE MULTIVITAMIN,Foreign Body,FALSE,TRUE,6,20.390654921486,4
ONNIT ALPHA BRAIN,Nausea,FALSE,TRUE,6,6.72121212121212,4
ONNIT ALPHA BRAIN,Vomiting,FALSE,TRUE,6,7.4565065135173,4
OPMS KRATOM,Dependence,FALSE,TRUE,6,51.1865384615385,4
PLEXUS PROBIO 5,Abdominal Pain,FALSE,TRUE,6,6.89041450777202,4
PLEXUS PROBIO 5,Abdominal Pain Upper,FALSE,TRUE,6,4.5817398794143,3
PLEXUS PROBIO 5,Dyspnoea,FALSE,TRUE,6,3.16066547831254,3
PLEXUS PROBIO5,Abdominal Pain,FALSE,TRUE,6,5.03968153671174,4
POWER V8 MALE ENHANCEMENT,Hypoglycaemia,FALSE,TRUE,6,600.451127819549,4
PRENA1 PEARL,Abortion Spontaneous,FALSE,TRUE,6,108.20325203252,4
PRESERVISION AREDS 2,Blood Zinc Increased,FALSE,TRUE,6,48.0539702233251,4
PRESERVISION AREDS 2,Dry Eye,FALSE,TRUE,6,5.82472366343334,4
PRESERVISION AREDS 2,Memory Impairment,FALSE,TRUE,6,2.70726592807465,3
PRESERVISION AREDS 2,Oesophageal Disorder,FALSE,TRUE,6,21.3573200992556,4
PRESERVISION AREDS 2 FORMULA,Cataract,FALSE,TRUE,6,12.1340961098398,4
PRESERVISION AREDS 2 FORMULA SOFT GELS,Dry Age-Related Macular Degeneration,FALSE,TRUE,6,41.8006379585327,4
PRESERVISION AREDS 2 FORMULA SOFT GELS,Epistaxis,FALSE,TRUE,6,3.16139278677978,3
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Weight Decreased,FALSE,TRUE,6,3.85999417249417,3
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",Eye Haemorrhage,FALSE,TRUE,6,49.3176616145995,4
PREVAGEN EXTRA STRENGTH,Convulsion,FALSE,TRUE,6,8.37377875827293,4
PREVAGEN REGULAR STRENGTH,Cerebrovascular Accident,FALSE,TRUE,6,6.90669555796316,4
ROUNDHOUSE PROVISIONS MORNING KICK,Hospitalisation,FALSE,TRUE,6,21.7663576881134,4
SIMILAC PROBIOTIC TRIBLEND,Necrotising Colitis,FALSE,TRUE,6,2047.23076923077,4
SUPER BETA PROSTATE,Urinary Hesitation,FALSE,TRUE,6,62.7071688942892,4
SUPER BETA PROSTATE P3 ADVANCED,Cardiac Disorder,FALSE,TRUE,6,4.19342021614749,3
SUPER BETA PROSTATE P3 ADVANCED,Dysuria,FALSE,TRUE,6,7.26859504132232,4
SUPER BETA PROSTATE P3 ADVANCED,Infection,FALSE,TRUE,6,8.60754675946064,4
SYNC,Nausea,FALSE,TRUE,6,5.68675213675214,4
TRUVY ALTER,Blood Pressure Increased,FALSE,TRUE,6,9.11369863013699,4
TRUVY TRUFIX,Vomiting,FALSE,TRUE,6,6.30887756311485,4
TRUVY VY BOOST,Dizziness,FALSE,TRUE,6,10.7038873994638,4
UMARY,Abdominal Pain Upper,FALSE,TRUE,6,2.86164944013781,3
VITAMIN B6,Anxiety,FALSE,TRUE,6,8.64986176614084,4
VITAMIN B6,Dizziness,FALSE,TRUE,6,3.24079941506215,3
AG1 WHOLE FOOD DIETARY SUPPLEMENT,Abdominal Pain,FALSE,TRUE,5,4.09428325016941,3
AG1 WHOLE FOOD POUCH 360G NON SPECIFIC,Colitis,FALSE,TRUE,5,18.7332297698065,4
AG1 WHOLE FOOD POUCH 360G NON SPECIFIC,Loss Of Consciousness,FALSE,TRUE,5,2.98586413361545,3
AG1 WHOLE FOOD POUCH 360G NON SPECIFIC,Pyrexia,FALSE,TRUE,5,3.73640921638218,3
AG1 WHOLE FOOD POUCH 360G NON SPECIFIC,Syncope,FALSE,TRUE,5,4.8840206185567,3
AGELESS MALE MAX,Blood Urine Present,FALSE,TRUE,5,3.74576510446076,3
AGELESS MALE MAX,Haematochezia,FALSE,TRUE,5,4.33068938503721,3
AGELESS MALE PERFORMANCE,Dyspnoea,FALSE,TRUE,5,4.15801975246906,3
ALL DAY ENERGY GREENS,Gastrooesophageal Reflux Disease,FALSE,TRUE,5,4.83523516933655,3
ALL DAY ENERGY GREENS FRUITY,Back Pain,FALSE,TRUE,5,5.43141592920354,4
ALL DAY ENERGY GREENS FRUITY,Computerised Tomogram Abnormal,FALSE,TRUE,5,17.5102364284771,4
ARBONNE ESSENTIALS CHOCOLATE PROTEIN SHAKE MIX,Dyspnoea,FALSE,TRUE,5,4.15801975246906,3
ARBONNE ESSENTIALS DAILY FIBER BOOST,Rash,FALSE,TRUE,5,4.24361430395913,3
ARBONNE ESSENTIALS DIGESTION PLUS,Rash,FALSE,TRUE,5,3.47074190177639,3
ARBONNE ESSENTIALS DIGESTION PLUS,Urticaria,FALSE,TRUE,5,3.78033859724001,3
ARBONNE ESSENTIALS HERBAL DETOX TEA,Pharyngeal Oedema,FALSE,TRUE,5,13.1262960402883,4
ARBONNE ESSENTIALS HERBAL DETOX TEA,Rash,FALSE,TRUE,5,4.65832632464256,3
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - CHOCOLATE,Swelling,FALSE,TRUE,5,9.74596774193548,4
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - CHOCOLATE,Throat Tightness,FALSE,TRUE,5,14.0226793248945,4
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - CHOCOLATE,Urticaria,FALSE,TRUE,5,5.20089984350548,4
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - VANILLA,Rash,FALSE,TRUE,5,4.89758325965222,3
ARBONNE ESSENTIALS PROTEIN SHAKE MIX CHOCOLATE,Hypersensitivity,FALSE,TRUE,5,16.961896266089,4
ARBONNE ESSENTIALS PROTEIN SHAKE MIX VANILLA,Dyspnoea,FALSE,TRUE,5,11.2911435357991,4
AZO BLADDER CONTROL,Hypertensive Crisis,FALSE,TRUE,5,291.699561403509,4
AZO CRANBERRY,Choking,FALSE,TRUE,5,4.11917659804984,3
BALANCE OF NATURE WHOLE PRODUCE FRUITS,Drug Interaction,FALSE,TRUE,5,35.7352150537634,4
BALANCE OF NATURE WHOLE PRODUCE VEGGIES,Drug Interaction,FALSE,TRUE,5,37.6188455008489,4
CALTRATE 600 + D PLUS MINERAL,Choking,FALSE,TRUE,5,2.81774859684422,3
CENTRUM ADULTS UNDER 50,Choking,FALSE,TRUE,5,4.46260898725688,3
CENTRUM SILVER,Cerebrovascular Accident,FALSE,TRUE,5,3.26643504829489,3
"CENTRUM SILVER (MULTIMINERALS, MULTIVITAMINS) TABLET",Myocardial Infarction,FALSE,TRUE,5,7.62030398623459,4
CENTRUM SILVER ADULTS 50 PLUS,Choking,FALSE,TRUE,5,5.95081600715404,4
CENTRUM SILVER MEN'S 50+,Vitamin B12 Increased,FALSE,TRUE,5,42.1374045801527,4
CENTRUM WOMEN UNDER 50,Choking,FALSE,TRUE,5,3.14948514617115,3
CITRACAL,Retching,FALSE,TRUE,5,9.38944244223023,4
CITRACAL CALCIUM + D SLOW RELEASE,Choking,FALSE,TRUE,5,6.69491951710262,4
CITRACAL CALCIUM CITRATE,Choking,FALSE,TRUE,5,8.92723004694836,4
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,Pharyngeal Injury,FALSE,TRUE,5,41.7724701445632,4
CITRACAL MAXIMUM BAYER,Foreign Body In Throat,FALSE,TRUE,5,8.32863408521303,4
CITRACAL MAXIMUM CALCIUM CITRATE,Choking,FALSE,TRUE,5,8.92723004694836,4
CITRACAL MAXIMUM PLUS,Foreign Body,FALSE,TRUE,5,2.75996677740864,3
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,Retching,FALSE,TRUE,5,11.0620058260508,4
CITRACAL PETITES BAYER,Foreign Body,FALSE,TRUE,5,7.42494419642857,4
CITRACAL PETITES(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,Dysphagia,FALSE,TRUE,5,20.0444277108434,4
CITRACAL REGULAR,Choking,FALSE,TRUE,5,5.35553319919517,4
DR. SINATRA OMEGA Q PLUS RESVERATROL,Blood Pressure Increased,FALSE,TRUE,5,9.48638437410892,4
EMERGEN-C,Drug Hypersensitivity,FALSE,TRUE,5,34.8148634453782,4
EMERGEN-C,Pneumonia,FALSE,TRUE,5,9.24769810267857,4
ENFAMIL D-VI-SOL,Choking,FALSE,TRUE,5,10.713078470825,4
EU NATURAL CONCEPTION FOR HER,Abortion Spontaneous,FALSE,TRUE,5,115.238095238095,4
EXTENZE,Blood Pressure Increased,FALSE,TRUE,5,6.32283052941736,4
EXTENZE PLUS,Chills,FALSE,TRUE,5,21.734477124183,4
EXTENZE PLUS,Heart Rate Increased,FALSE,TRUE,5,8.22298466864491,4
EXTENZE PLUS,Hyperhidrosis,FALSE,TRUE,5,13.5840482026144,4
FLORASTOR,Pneumonia,FALSE,TRUE,5,27.3324424342105,4
FLORASTOR,Sepsis,FALSE,TRUE,5,45.4357484620642,4
GO RUBY GO,Blood Pressure Increased,FALSE,TRUE,5,4.74105360707157,3
ISAGENIX NATURAL ACCELERATOR,Abdominal Pain,FALSE,TRUE,5,4.77774184274831,3
ISAGENIX NATURAL ACCELERATOR,Diverticulitis,FALSE,TRUE,5,20.2922771672772,4
KRATOM,Arteriosclerosis Coronary Artery,FALSE,TRUE,5,109.279166666667,4
KRATOM,Foaming At Mouth,FALSE,TRUE,5,36.4263888888889,4
KRATOM,Hepatic Congestion,FALSE,TRUE,5,Inf,4
KRATOM,Influenza Like Illness,FALSE,TRUE,5,6.07106481481482,4
KRATOM,Restless Legs Syndrome,FALSE,TRUE,5,14.9017045454545,4
LACTAID,Diarrhoea,FALSE,TRUE,5,9.13612026359143,4
LEPTIBURN,Abdominal Pain Upper,FALSE,TRUE,5,3.46763678088979,3
LIFE EXTENSION VITAMIN B3 NIACIN,Flushing,FALSE,TRUE,5,71.0870726495727,4
LIVING ESSENTIALS 5 HOUR ENERGY,Death,FALSE,TRUE,5,27.0868945868946,4
MAGNESIUM,Diarrhoea,FALSE,TRUE,5,3.17599025857747,3
MELATONIN,Insomnia,FALSE,TRUE,5,5.20182444601049,4
MNS 3,Diarrhoea,FALSE,TRUE,5,3.17599025857747,3
MODERE ACTIVATE,Abdominal Pain Upper,FALSE,TRUE,5,3.69163289101105,3
MODERE BURN,Feeling Jittery,FALSE,TRUE,5,25.973200312989,4
MODERE BURN,Hepatic Enzyme Increased,FALSE,TRUE,5,6.20908155630378,4
MODERE BURN,Palpitations,FALSE,TRUE,5,2.81541560644614,3
MODERE BURN,Pyrexia,FALSE,TRUE,5,5.03851700060717,3
MODERE TRIM,Nausea,FALSE,TRUE,5,10.265694894339,4
MODERE TRIM CHOCOLATE,Abdominal Pain Upper,FALSE,TRUE,5,2.93349221060064,3
MODERE TRIM CHOCOLATE,Constipation,FALSE,TRUE,5,7.19138807746403,4
NATUREMADE CALCIUM,Dyspnoea,FALSE,TRUE,5,15.8087885985748,4
NATUREMADE L-LYSINE,Choking,FALSE,TRUE,5,7.65162402989365,4
NATUREMADE VITAMIN C,Foreign Body,FALSE,TRUE,5,6.59945436507937,4
NATUREMADE VITAMIN C,Foreign Body In Throat,FALSE,TRUE,5,19.4510233918129,4
NOSE SLAP,Dyspnoea,FALSE,TRUE,5,8.78134072314595,4
NUTRAFOL WOMEN HAIR GROWTH NUTRACEUTICAL,Abdominal Pain,FALSE,TRUE,5,3.90788545219334,3
NUTRAFOL WOMEN HAIR GROWTH NUTRACEUTICAL,Hospitalisation,FALSE,TRUE,5,5.7538961038961,4
NUTRAFOL WOMEN'S BALANCE,Abdominal Pain,FALSE,TRUE,5,8.19503480564283,4
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Dehydration,FALSE,TRUE,5,2.75812957418496,3
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Diverticulitis,FALSE,TRUE,5,7.59243360805861,4
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Liver Disorder,FALSE,TRUE,5,25.124053030303,4
OMEGAPLEX,Dehydration,FALSE,TRUE,5,9.83218747689806,4
ONE A DAY ESSENTIAL,Foreign Body,FALSE,TRUE,5,6.59945436507937,4
ONE A DAY WOMEN'S 50 PLUS HEALTHY ADVANTAGE BAYER,Foreign Body,FALSE,TRUE,5,11.8825892857143,4
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE,Foreign Body,FALSE,TRUE,5,8.48628826530612,4
ONE A DAY WOMENS VITACRAVES GUMMIES,Choking,FALSE,TRUE,5,3.82480597872952,3
PINK PUSSYCAT,Headache,FALSE,TRUE,5,7.74879170791359,4
PLEXUS BIOCLEANSE,Abdominal Pain Upper,FALSE,TRUE,5,4.57865748709122,3
PLEXUS BIOCLEANSE,Diarrhoea,FALSE,TRUE,5,2.92169137836354,3
PLEXUS SLIM,Chromaturia,FALSE,TRUE,5,11.6756043956044,4
PLEXUS SLIM,Dehydration,FALSE,TRUE,5,4.07830492860433,3
PLEXUS SLIM,Jaundice,FALSE,TRUE,5,13.4423076923077,4
