product_clean,meddra_pt,in_era1,in_era2,a,prr,n_methods
PLEXUS SLIM,Pruritus,FALSE,TRUE,5,2.96550184213464,3
PLEXUS SLIM HUNGER CONTROL,Vomiting,FALSE,TRUE,5,3.10399943998507,3
PLEXUS SLIM MICROBIOME ACTIVATING,Dyspnoea,FALSE,TRUE,5,4.15801975246906,3
PRESERVISION AREDS 2,Body Height Decreased,FALSE,TRUE,5,5.16709357240055,3
PRESERVISION AREDS 2,Diplopia,FALSE,TRUE,5,6.40719602977668,4
PRESERVISION AREDS 2,Drug Hypersensitivity,FALSE,TRUE,5,4.71117355130638,3
PRESERVISION AREDS 2,Drug Ineffective,FALSE,TRUE,5,4.10717694216454,3
PRESERVISION AREDS 2,Glaucoma,FALSE,TRUE,5,4.85393638619445,3
PRESERVISION AREDS 2,Parkinson's Disease,FALSE,TRUE,5,8.43052109181141,4
PRESERVISION AREDS 2 FORMULA,Cerebrovascular Accident,FALSE,TRUE,5,3.26643504829489,3
PRESERVISION AREDS 2 FORMULA,Condition Aggravated,FALSE,TRUE,5,5.0339864813549,3
PRESERVISION AREDS 2 FORMULA,Macular Degeneration,FALSE,TRUE,5,4.61448760790866,3
PRESERVISION AREDS 2 FORMULA CHEWABLES,Dysphagia,FALSE,TRUE,5,3.20204819277108,3
PRESERVISION AREDS 2 FORMULA SOFT GELS,Drug Ineffective,FALSE,TRUE,5,8.03858422279475,4
PRESERVISION AREDS 2 FORMULA SOFT GELS,Glaucoma,FALSE,TRUE,5,9.50014499057561,4
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Blindness,FALSE,TRUE,5,8.50507190549564,4
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Blood Glucose Increased,FALSE,TRUE,5,5.28209728867624,4
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Eye Haemorrhage,FALSE,TRUE,5,16.1870723362659,4
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Macular Degeneration,FALSE,TRUE,5,3.98253367003367,3
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Vision Blurred,FALSE,TRUE,5,3.63622639437857,3
PRESERVISION LUTEIN,Macular Degeneration,FALSE,TRUE,5,37.7168367346939,4
PREVAGEN,Cerebrovascular Accident,FALSE,TRUE,5,8.11584025403029,4
PREVAGEN EXTRA STRENGTH,Loss Of Consciousness,FALSE,TRUE,5,5.088868459358,4
SHAKEOLOGY CHOCOLATE,Vomiting,FALSE,TRUE,5,3.79434747889573,3
SHAKEOLOGY CHOCOLATE BAG 30 SERVING,Dehydration,FALSE,TRUE,5,13.9762580102952,4
SHAKEOLOGY CHOCOLATE BAG 30 SERVING,Diarrhoea,FALSE,TRUE,5,3.84519783808781,3
SUPER BETA PROSTATE,Bladder Disorder,FALSE,TRUE,5,11.1977087311231,4
SUPER BETA PROSTATE,Polyuria,FALSE,TRUE,5,12.0590709412095,4
SUPER BETA PROSTATE,Renal Impairment,FALSE,TRUE,5,2.90310967103191,3
SUPER BETA PROSTATE,Urogenital Haemorrhage,FALSE,TRUE,5,Inf,4
SUPER BETA PROSTATE P3 ADVANCED,Blood Urine,FALSE,TRUE,5,90.8574380165289,4
SUPER BETA PROSTATE P3 ADVANCED,Renal Failure,FALSE,TRUE,5,3.47225877770174,3
SUPER BETA VIRILITY BOOST,Renal Failure,FALSE,TRUE,5,5.65938528619673,4
SYNC,Diarrhoea,FALSE,TRUE,5,5.62117179909602,4
SYNC,Vomiting,FALSE,TRUE,5,5.2546990996683,4
TRIM,Nausea,FALSE,TRUE,5,7.69869273484498,4
TRUFIX,Heart Rate Increased,FALSE,TRUE,5,19.7455489614243,4
TRUVY ALTER,Abdominal Pain Upper,FALSE,TRUE,5,7.63396442914515,4
TRUVY ALTER,Vomiting,FALSE,TRUE,5,4.55373032169747,3
TRUVY TRIM,Palpitations,FALSE,TRUE,5,22.576759966073,4
UMARY,Arthralgia,FALSE,TRUE,5,12.5278092006033,4
UMARY HYALURONIC ACID,Contusion,FALSE,TRUE,5,84.1555977229602,4
VITAMIN B6,Fatigue,FALSE,TRUE,5,4.69079620418386,3
VITAMIN B6,Insomnia,FALSE,TRUE,5,8.51880325453264,4
VITAMIN B6,Tinnitus,FALSE,TRUE,5,47.9689754689755,4
VITAPEARL PRENATAL MULTIVITAMIN WITH DHA,Abortion Spontaneous,FALSE,TRUE,5,89.6228956228956,4
WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Diarrhoea,FALSE,TRUE,5,3.65280065897858,3
WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Emergency Care,FALSE,TRUE,5,49.2722222222222,4
ADVOCARE MNS 3,Diarrhoea,FALSE,TRUE,4,9.74057811928284,4
ADVOCARE MNS 3,Nausea,FALSE,TRUE,4,8.20875732346593,4
ADVOCARE OMEGAPLEX,Blood Pressure Increased,FALSE,TRUE,4,6.06541310541311,4
AG1 WHOLE FOOD POUCH 360G NON SPECIFIC,Blood Pressure Decreased,FALSE,TRUE,4,6.47349478435918,4
AG1 WHOLE FOOD POUCH 360G NON SPECIFIC,Hypertension,FALSE,TRUE,4,3.70854446968373,3
AG1 WHOLE FOOD POUCH 360G NON SPECIFIC,Seizure,FALSE,TRUE,4,7.29347079037801,4
AG1 WHOLE FOOD POUCH 360G NON SPECIFIC,Swelling,FALSE,TRUE,4,3.19889069753421,3
AGELESS MALE MAX,Respiratory Disorder,FALSE,TRUE,4,57.6847826086957,4
ALL DAY ENERGY GREENS,Gastric Ulcer Haemorrhage,FALSE,TRUE,4,27.0773169482847,4
ALL DAY ENERGY GREENS,Gastrointestinal Haemorrhage,FALSE,TRUE,4,6.76932923707117,4
ALL DAY ENERGY GREENS FRUITY,Eructation,FALSE,TRUE,4,14.0081891427817,4
ALL DAY ENERGY GREENS?,Abdominal Distension,FALSE,TRUE,4,9.70625798212005,4
ALL DAY ENERGY GREENS?,Gastric Disorder,FALSE,TRUE,4,32.8395061728395,4
ALPHA BRAIN,Vomiting,FALSE,TRUE,4,5.46269881990764,3
ARBONNE ESSENTIALS BODY CLEANSE,Pharyngeal Oedema,FALSE,TRUE,4,14.7931034482759,4
ARBONNE ESSENTIALS CHOCOLATE PROTEIN SHAKE MIX,Pharyngeal Oedema,FALSE,TRUE,4,22.5874363327674,4
ARBONNE ESSENTIALS DAILY FIBER BOOST,Abdominal Distension,FALSE,TRUE,4,5.81981390257252,3
ARBONNE ESSENTIALS DAILY FIBER BOOST,Migraine,FALSE,TRUE,4,15.2441577060932,4
ARBONNE ESSENTIALS DAILY FIBER BOOST,Urticaria,FALSE,TRUE,4,3.69194444444444,3
ARBONNE ESSENTIALS DIGESTION PLUS,Migraine,FALSE,TRUE,4,12.4678005865103,4
ARBONNE ESSENTIALS ENERGY FIZZ STICKS,Vomiting,FALSE,TRUE,4,9.10586625619976,4
ARBONNE ESSENTIALS ENERGY FIZZ STICKS - CITRUS,Pharyngeal Oedema,FALSE,TRUE,4,16.5018610421836,4
ARBONNE ESSENTIALS ENERGY FIZZ STICKS - CITRUS,Rash,FALSE,TRUE,4,5.87153735790752,4
ARBONNE ESSENTIALS ENERGY FIZZ STICKS - POMEGRANATE,Erythema,FALSE,TRUE,4,11.1320359907931,4
ARBONNE ESSENTIALS ENERGY FIZZ STICKS - POMEGRANATE,Pharyngeal Oedema,FALSE,TRUE,4,15.8900836320191,4
ARBONNE ESSENTIALS ENERGY FIZZ STICKS CITRUS,Hypersensitivity,FALSE,TRUE,4,18.9818181818182,4
ARBONNE ESSENTIALS ENERGY FIZZ STICKS POMEGRANATE,Hypersensitivity,FALSE,TRUE,4,18.9818181818182,4
ARBONNE ESSENTIALS GREENS BALANCE,Pharyngeal Oedema,FALSE,TRUE,4,21.4572580645161,4
ARBONNE ESSENTIALS GREENS BALANCE,Urticaria,FALSE,TRUE,4,8.3146875,4
ARBONNE ESSENTIALS HERBAL DETOX TEA,Migraine,FALSE,TRUE,4,16.733910306845,4
ARBONNE ESSENTIALS HERBAL DETOX TEA,Swelling,FALSE,TRUE,4,7.58408215661104,4
ARBONNE ESSENTIALS HERBAL DETOX TEA,Throat Irritation,FALSE,TRUE,4,8.39403267819086,4
ARBONNE ESSENTIALS HERBAL TEA,Hypersensitivity,FALSE,TRUE,4,23.7281639928699,4
ARBONNE ESSENTIALS PROTEIN SHAKE MIX,Dyspnoea,FALSE,TRUE,4,9.02755404832556,4
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - CHOCOLATE,Erythema,FALSE,TRUE,4,7.51045197740113,4
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - CHOCOLATE,Pharyngeal Oedema,FALSE,TRUE,4,10.720564516129,4
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - VANILLA,Throat Tightness,FALSE,TRUE,4,11.4578754578755,4
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - VANILLA,Urticaria,FALSE,TRUE,4,4.26089743589744,3
ARBONNE ESSENTIALS PROTEIN SHAKE MIX CHOCOLATE,Dyspnoea,FALSE,TRUE,4,9.02755404832556,4
ARTRI AJO KING,Death,FALSE,TRUE,4,4.05411585365854,3
ARTRI AJO KING,Weight Increased,FALSE,TRUE,4,23.0859375,4
ARTRI KING,Anaemia,FALSE,TRUE,4,24.1070294784581,4
AZO BLADDER CONTROL,Hypersensitivity,FALSE,TRUE,4,3.95172311348782,3
BALANCE OF NATURE WHOLE PRODUCE FRUITS,Blood Glucose Increased,FALSE,TRUE,4,13.9198952879581,4
BALANCE OF NATURE WHOLE PRODUCE VEGGIES,Blood Glucose Increased,FALSE,TRUE,4,14.6536235877652,4
BALANCE OF NATURE WHOLE PRODUCE VEGGIES 90 CAPSULES,Atrial Fibrillation,FALSE,TRUE,4,14.382265477156,4
BELLYTRIM XP,Abdominal Pain,FALSE,TRUE,4,8.5952842377261,4
BELLYTRIM XP,Dyspnoea,FALSE,TRUE,4,3.94821958456973,3
BENEFIBER,Malaise,FALSE,TRUE,4,10.6149551345962,4
BENEFIBER WITH WHEAT DEXTRIN,Gastrointestinal Disorder,FALSE,TRUE,4,10.7647773279352,4
BODYDYNAMIX SLIMVANCE THERMOGENIC,Chest Pain,FALSE,TRUE,4,8.12987012987013,4
BODYDYNAMIX SLIMVANCE THERMOGENIC,Heart Rate Increased,FALSE,TRUE,4,7.16632996632997,4
BURN,Blood Pressure Increased,FALSE,TRUE,4,3.78960113960114,3
BURN,Heart Rate Increased,FALSE,TRUE,4,6.56864197530864,4
CALCIUM CARBONATE (CALCIUM CARBONATE) UNKNOWN,Blood Calcium Increased,FALSE,TRUE,4,277.28125,4
CALTRATE,Choking,FALSE,TRUE,4,3.05861395241926,3
CALTRATE 600 + D PLUS MINERAL,Foreign Body,FALSE,TRUE,4,4.99704211465327,3
"CALTRATE 600 + VITAMIN D (CALCIUM CARBONATE, CHOLECALCIFEROL) TABLET",Choking,FALSE,TRUE,4,3.5686511128989,3
"CALTRATE 600 +VITAMIN D (CALCIUM CARBONATE, CHOLECALCIFEROL) TABLET",Choking,FALSE,TRUE,4,6.11883691529709,4
CELL-U-LOSS,Dyspnoea,FALSE,TRUE,4,5.2650840751731,3
CENTRUM,Neoplasm Malignant,FALSE,TRUE,4,12.2200230149597,4
"CENTRUM (MULTIMINERALS, MULTIVITAMINS) TABLET",Dysphagia,FALSE,TRUE,4,5.82102614593589,3
"CENTRUM (MULTIMINERALS, MULTIVITAMINS) UNKNOWN",Death,FALSE,TRUE,4,8.65430894308943,4
CENTRUM SILVER,Macular Degeneration,FALSE,TRUE,4,3.67699882116358,3
CENTRUM SILVER,Neoplasm Malignant,FALSE,TRUE,4,8.45709728867624,4
CENTRUM SILVER ADULTS 50+,Cataract,FALSE,TRUE,4,10.1941803514837,4
CENTRUM SILVER ADULTS 50+,Visual Impairment,FALSE,TRUE,4,6.55340165452525,4
CENTRUM SILVER MEN'S 50+,Vitamin B6 Increased,FALSE,TRUE,4,10.7871755725191,4
"CENTRUM SILVER MEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Weight Decreased,FALSE,TRUE,4,8.68463171647885,4
CENTRUM SILVER WOMEN'S 50+,Neoplasm Malignant,FALSE,TRUE,4,4.85381083562902,3
CITRACAL CALCIUM + D,Choking,FALSE,TRUE,4,3.89322021502231,3
CITRACAL CALCIUM + D3 GUMMIES,Foreign Body,FALSE,TRUE,4,8.63384964723056,4
"CITRACAL CALCIUM+ D SLOW RELEASE 1200 (CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",Choking,FALSE,TRUE,4,10.7091713596138,4
CITRACAL MAXIMUM (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,Foreign Body,FALSE,TRUE,4,4.99704211465327,3
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,Throat Irritation,FALSE,TRUE,4,7.64674577490111,4
CITRACAL PETITES FILM-COATED TABLET,Choking,FALSE,TRUE,4,8.56701528559936,4
CITRACAL PLUS MAGNESIUM,Choking,FALSE,TRUE,4,4.2827031375704,3
CITRACAL PLUS MAGNESIUM,Foreign Body,FALSE,TRUE,4,9.49759143621766,4
"CITRACAL, MAXIMUM, BAYER",Foreign Body In Throat,FALSE,TRUE,4,19.9572553430821,4
"CITRACAL, PETITES, BAYER",Choking,FALSE,TRUE,4,8.56701528559936,4
CITRICAL PETITES,Choking,FALSE,TRUE,4,7.13891123625637,4
DESIGNS FOR HEALTH GI MICROB-X,Hepatic Enzyme Increased,FALSE,TRUE,4,51.0450623202301,4
DS 01 DAILY PROBIOTIC PLUS PREBIOTIC SUPPLEMENT,Hospitalisation,FALSE,TRUE,4,33.7401774397972,4
DS 01 DAILY SYNBIOTIC SUPPLEMENT,Hospitalisation,FALSE,TRUE,4,28.9190657251494,4
EU NATURAL CONCEPTION FOR HER FERTILITY AID AND MULTI,Ectopic Pregnancy,FALSE,TRUE,4,760.2,4
EXTENZE PLUS,Abdominal Pain Upper,FALSE,TRUE,4,3.81241043278876,3
EXTENZE PLUS MALE ENHANCEMENT,Vomiting,FALSE,TRUE,4,10.9274499743458,4
FERROUS SULFATE,Vomiting,FALSE,TRUE,4,4.20160239965268,3
FLINTSTONES COMPLETE CHEWABLE,Illness,FALSE,TRUE,4,67.9386973180077,4
FLINTSTONES COMPLETE GUMMIES,Choking,FALSE,TRUE,4,6.11883691529709,4
FLINTSTONES WITH IRON,Anaphylactic Reaction,FALSE,TRUE,4,29.5864369093941,4
FLORASTOR (SACCHAROMYCES BOULARDII LYOPHILISED),Death,FALSE,TRUE,4,7.21111111111111,4
FLORASTOR DAILY PROBIOTIC SUPPLEMENT,Fungal Infection,FALSE,TRUE,4,286.182795698925,4
FLORASTOR SACCHAROMYCES BOULARDII,Fungaemia,FALSE,TRUE,4,490.691244239631,4
GLUTADOSE,Dyspnoea,FALSE,TRUE,4,12.6395252225519,4
GNC NIACIN,Burning Sensation,FALSE,TRUE,4,60.7785388127854,4
HERBALIFE TOTAL CONTROL,Abdominal Pain,FALSE,TRUE,4,12.5045806906272,4
HERBALIFE TOTAL CONTROL,Vomiting,FALSE,TRUE,4,4.96590326041327,3
ISAFLUSH,Abdominal Pain Upper,FALSE,TRUE,4,7.04120642899663,4
ISAFLUSH,Nausea,FALSE,TRUE,4,3.78766099765175,3
ISAGENIX ISAFLUSH,Diverticulitis,FALSE,TRUE,4,21.5341024084194,4
ISAGENIX NATURAL ACCELERATOR,Pain,FALSE,TRUE,4,3.25750336885949,3
ISAGENIX NATURAL ACCELERATOR,Palpitations,FALSE,TRUE,4,4.50389566395664,3
KRATOM,Atelectasis,FALSE,TRUE,4,87.4233333333333,4
KRATOM,Hepatic Failure,FALSE,TRUE,4,4.03492307692308,3
KRATOM,Lung Disorder,FALSE,TRUE,4,20.1746153846154,4
KRATOM,Mood Swings,FALSE,TRUE,4,5.70152173913044,3
KRATOM,Opiates Positive,FALSE,TRUE,4,Inf,4
KRATOM,Rhinorrhoea,FALSE,TRUE,4,6.0993023255814,3
KRATOM 7OH,Dependence,FALSE,TRUE,4,84.7866242038217,4
LIFE EXTENSION VITAMIN B3 NIACIN,Anaphylactic Reaction,FALSE,TRUE,4,34.5201037613489,4
MAGNESIUM OXIDE,Death,FALSE,TRUE,4,16.2310975609756,4
MELATONIN,Confusional State,FALSE,TRUE,4,9.07083119986346,4
MELATONIN,Depression,FALSE,TRUE,4,9.15521102497847,4
MELATONIN,Mental Status Changes,FALSE,TRUE,4,67.874840357599,4
MITRAGYNA SPECIOSA,Death,FALSE,TRUE,4,25.9726829268293,4
MNS 3,Nephrolithiasis,FALSE,TRUE,4,12.9965803615046,4
MODERE ACTIVATE,Abdominal Pain,FALSE,TRUE,4,4.43377511044428,3
MODERE BURN,Chest Discomfort,FALSE,TRUE,4,5.5253849354973,3
MODERE BURN,Nephrolithiasis,FALSE,TRUE,4,4.14403870162297,3
MODERE MINERAL SUPPLEMENT,Dizziness,FALSE,TRUE,4,11.8790718429273,4
MODERE SUSTAIN,Dehydration,FALSE,TRUE,4,16.3125957707631,4
MODERE SUSTAIN,Vomiting,FALSE,TRUE,4,4.20160239965268,3
MODERE TRIM,Vomiting,FALSE,TRUE,4,9.10586625619976,4
MODERE TRIM CHOCOLATE,Abdominal Pain,FALSE,TRUE,4,3.52322268601338,3
MODERE TRIM CHOCOLATE,Fatigue,FALSE,TRUE,4,3.17090041741205,3
MODERE TRIM CHOCOLATE,Palpitations,FALSE,TRUE,4,4.15697310819262,3
NATURAL ACCELERATOR,Cholelithiasis,FALSE,TRUE,4,61.1448275862069,4
NATURAL ACCELERATOR,Diverticulitis,FALSE,TRUE,4,20.0474844544941,4
NATURE MADE CALCIUM 600 MG WITH VITAMIN D3,Dyspnoea,FALSE,TRUE,4,7.02090339597758,4
NATURE MADE CALCIUM 600 MG WITH VITAMIN D3,Foreign Body,FALSE,TRUE,4,10.5532758449797,4
NATURE MADE CHOLESTOFF PLUS,Choking,FALSE,TRUE,4,3.89322021502231,3
NATURE MADE SUPER B-COMPLEX WITH VITAMIN C & FOLIC ACID TABLET,Abdominal Pain Upper,FALSE,TRUE,4,7.62826024648897,4
NATUREMADE CALCIUM,Foreign Body,FALSE,TRUE,4,18.9987511150758,4
NATUREMADE FISH OIL,Dyspnoea,FALSE,TRUE,4,4.5125900805426,3
NATUREMADE FISH OIL,Foreign Body,FALSE,TRUE,4,6.78297438511533,4
NATUREMADE FULL STRENGTH MINI OMEGA 3,Choking,FALSE,TRUE,4,6.11883691529709,4
NATUREMADE IRON,Nausea,FALSE,TRUE,4,5.47188816939048,3
NATUREMADE L-LYSINE,Dyspnoea,FALSE,TRUE,4,9.02755404832556,4
NATUREMADE MAGNESIUM,Choking,FALSE,TRUE,4,3.29401571879448,3
NATUREMADE MULTI FOR HER 50+,Choking,FALSE,TRUE,4,6.11883691529709,4
NATUREMADE SUPER B COMPLEX TABLET,Blood Pressure Increased,FALSE,TRUE,4,5.05394112060779,3
NATUREMADE SUPER B COMPLEX TABLET,Diarrhoea,FALSE,TRUE,4,3.24539577997317,3
NATUREMADE SUPER B COMPLEX TABLET,Pain,FALSE,TRUE,4,6.51941688104863,4
NATUREMADE SUPER B COMPLEX TABLET,Pyrexia,FALSE,TRUE,4,16.1120193763246,4
NIACIN,Erythema,FALSE,TRUE,4,33.4187068424357,4
NOSE SLAP,Vomiting,FALSE,TRUE,4,6.069893392623,4
NOW ASHWAGANDHA,Diarrhoea,FALSE,TRUE,4,7.30488474204171,4
NUGENIX FREE TESTOSTERONE BOOSTER,Cerebrovascular Accident,FALSE,TRUE,4,14.1955448846205,4
NUGENIX FREE TESTOSTERONE BOOSTER,Dizziness,FALSE,TRUE,4,3.39210811499968,3
NUTRAFOL MEN HAIR GROWTH NUTRACEUTICAL,Hospitalisation,FALSE,TRUE,4,8.42934093789607,4
NUTRAFOL WOMEN HAIR GROWTH NUTRACEUTICAL,Emergency Care,FALSE,TRUE,4,17.769385026738,4
NUTRAFOL WOMEN'S BALANCE,Rash,FALSE,TRUE,4,7.27088884334222,4
NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Liver Injury,FALSE,TRUE,4,9.06113387978142,4
OCUVITE ADULT 50 PLUS,Foreign Body In Throat,FALSE,TRUE,4,15.519976669583,4
OMEGAPLEX,Palpitations,FALSE,TRUE,4,6.00722673893406,4
ONE A DAY MEN'S 50+ MINIGELS COMPLETE MULTIVITAMIN,Foreign Body,FALSE,TRUE,4,18.9987511150758,4
ONE A DAY MENS 50 PLUS HEATHLY ADVANTAGE,Retching,FALSE,TRUE,4,12.4043843283582,4
ONE A DAY WOMEN'S (MULTIVITAMINS +MINERALS) FILM-COATED TABLET,Choking,FALSE,TRUE,4,10.7091713596138,4
ONE A DAY WOMEN'S 50+ ADVANTAGE,Foreign Body,FALSE,TRUE,4,3.38970307123742,3
ONE A DAY WOMEN'S PRENATAL 1,Abortion Spontaneous,FALSE,TRUE,4,64.1373493975904,4
"ONE A DAY WOMEN'S, 50 PLUS HEALTHY ADVANTAGE, BAYER",Choking,FALSE,TRUE,4,7.13891123625637,4
ONE-A-DAY PROACTIVE 65+ (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,Choking,FALSE,TRUE,4,7.13891123625637,4
OSTEO BI-FLEX TRIPLE STRENGTH,Dyspnoea,FALSE,TRUE,4,5.74394388993796,3
PATRIOT HEALTH ALLIANCE ULTIMATE MALE,Blood Pressure Increased,FALSE,TRUE,4,15.168660968661,4
PATRIOT POWER GREENS,Blood Glucose Increased,FALSE,TRUE,4,8.17955035417308,4
PHILLIPS' COLON HEALTH,Constipation,FALSE,TRUE,4,12.4486549707602,4
PHILLIPS' LAXATIVE DIETARY SUPPLEMENT (MAGNESIUM OXIDE) COATED TABLET,Drug Dependence,FALSE,TRUE,4,128.589371980676,4
PLEXUS ACCELERATOR +,Heart Rate Increased,FALSE,TRUE,4,31.552,4
PLEXUS BIO CLEANSE,Pruritus,FALSE,TRUE,4,3.42441223832528,3
PLEXUS BIO CLEANSE,Urticaria,FALSE,TRUE,4,3.69194444444444,3
PLEXUS BLOCK,Vomiting,FALSE,TRUE,4,4.20160239965268,3
PLEXUS BOOST,Dyspnoea,FALSE,TRUE,4,4.85989500114129,3
PLEXUS PROBIO 5,Abdominal Distension,FALSE,TRUE,4,8.73464696223317,4
PLEXUS PROBIO5,Heart Rate Increased,FALSE,TRUE,4,3.84260162601626,3
PLEXUS SLIM 2.0,Blood Pressure Increased,FALSE,TRUE,4,4.13442113442113,3
PLEXUS SLIM HUNGER CONTROL,Abdominal Pain Upper,FALSE,TRUE,4,4.15930587039787,3
PRESERVISION AREDS,Age-Related Macular Degeneration,FALSE,TRUE,4,20.2399086062452,4
PRESERVISION AREDS,Blindness,FALSE,TRUE,4,17.1784098254687,4
PRESERVISION AREDS,Macular Degeneration,FALSE,TRUE,4,8.07996351474612,4
PRESERVISION AREDS,Visual Impairment,FALSE,TRUE,4,11.2320371935757,4
PRESERVISION AREDS 2,Odynophagia,FALSE,TRUE,4,6.74441687344913,3
PRESERVISION AREDS 2,Oesophageal Stenosis,FALSE,TRUE,4,11.6494473268667,4
PRESERVISION AREDS 2,Visual Acuity Reduced,FALSE,TRUE,4,3.37220843672457,3
PRESERVISION AREDS 2 FORMULA,Age-Related Macular Degeneration,FALSE,TRUE,4,9.21070001737016,4
PRESERVISION AREDS 2 FORMULA SOFT GELS,Blood Pressure Systolic Increased,FALSE,TRUE,4,10.4501594896332,4
PRESERVISION AREDS 2 FORMULA SOFT GELS,Eye Disorder,FALSE,TRUE,4,7.16582365003418,4
PRESERVISION AREDS 2 FORMULA SOFT GELS,Eye Haemorrhage,FALSE,TRUE,4,3.98101313890788,3
PRESERVISION AREDS 2 FORMULA SOFT GELS,Illness,FALSE,TRUE,4,4.64451532872586,3
PRESERVISION AREDS 2 MULTIVITAMIN SOFT GELS,Macular Degeneration,FALSE,TRUE,4,13.564197373454,4
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",Blindness,FALSE,TRUE,4,16.8536546694149,4
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",Cataract,FALSE,TRUE,4,17.1417513304306,4
PREVAGEN,Hallucination,FALSE,TRUE,4,11.0066252587992,4
PREVAGEN EXTRA STRENGTH,Tremor,FALSE,TRUE,4,4.34629697787593,3
PREVAGEN REGULAR STRENGTH,Confusional State,FALSE,TRUE,4,7.53264799716413,4
PREVAGEN REGULAR STRENGTH,Loss Of Consciousness,FALSE,TRUE,4,3.56118652589241,3
PREVAGEN REGULAR STRENGTH,Memory Impairment,FALSE,TRUE,4,22.3915700737619,4
PREVAGEN REGULAR STRENGTH,Syncope,FALSE,TRUE,4,5.81702710101287,3
PROTANDIM US,Dyspnoea,FALSE,TRUE,4,6.31857566765579,4
RECONNECT,Dizziness,FALSE,TRUE,4,5.93819723337796,4
RHINO,Dizziness,FALSE,TRUE,4,5.93819723337796,4
RITUAL ESSENTIAL FOR WOMEN MULTIVITAMIN 50 PLUS,Hypersensitivity,FALSE,TRUE,4,18.9818181818182,4
RITUAL HYACERA,Hypersensitivity,FALSE,TRUE,4,18.9818181818182,4
RITUAL STRESS RELIEF,Gastrointestinal Disorder,FALSE,TRUE,4,51.1903846153846,4
SHAKEOLOGY CHOCOLATE,Diarrhoea,FALSE,TRUE,4,3.24539577997317,3
SHAKEOLOGY CHOCOLATE,Urticaria,FALSE,TRUE,4,9.23923611111111,4
SKINNY PILL,Vomiting,FALSE,TRUE,4,6.82888660851719,4
SLIMVANCE THERMOGENIC,Throat Tightness,FALSE,TRUE,4,31.9483793517407,4
SUPER BETA PROSTATE,Urine Output Decreased,FALSE,TRUE,4,7.37731398756343,4
SUPER BETA PROSTATE P3 ADVANCED,Drug Interaction,FALSE,TRUE,4,4.6395287497802,3
SUPER BETA PROSTATE P3 ADVANCED,Gastrointestinal Haemorrhage,FALSE,TRUE,4,5.19185360094451,3
SUPER BETA PROSTATE P3 ADVANCED,Haematuria,FALSE,TRUE,4,11.4767290126142,4
SUPER BETA PROSTATE P3 ADVANCED,Pollakiuria,FALSE,TRUE,4,5.66384029193947,3
SUPER BETA PROSTATE P3 ADVANCED,Respiratory Disorder,FALSE,TRUE,4,21.8057851239669,4
SUPER BETA VIRILITY BOOST,Haematuria,FALSE,TRUE,4,18.7057576827976,4
SUPER BETA VIRILITY BOOST,Rectal Haemorrhage,FALSE,TRUE,4,5.00576614046696,3
SUPER BETA VIRILITY BOOST,Thrombosis,FALSE,TRUE,4,7.25325297904397,4
SUSTAIN,Heart Rate Increased,FALSE,TRUE,4,9.85592592592593,4
SWANSON PREMIUM NIACIN,Flushing,FALSE,TRUE,4,96.8880800727934,4
TRUCONTROL,Heart Rate Increased,FALSE,TRUE,4,14.3385858585859,4
TRUFIX,Vomiting,FALSE,TRUE,4,5.46269881990764,3
TRUVISION HEALTH TRUCONTROL,Adverse Event,FALSE,TRUE,4,125.867612293144,4
TRUVY ALTER,Hyperhidrosis,FALSE,TRUE,4,17.3509372453138,4
TRUVY ALTER,Nausea,FALSE,TRUE,4,3.28239284613013,3
TRUVY TRU,Asthenia,FALSE,TRUE,4,7.96914782087764,4
TRUVY TRU,Blood Pressure Increased,FALSE,TRUE,4,4.13442113442113,3
TRUVY TRU,Headache,FALSE,TRUE,4,3.65905652592491,3
TRUVY TRUFIX,Dizziness,FALSE,TRUE,4,5.48120687879724,3
TRUVY TRUFIX,Nausea,FALSE,TRUE,4,3.78766099765175,3
TRUVY TRUFIX,Palpitations,FALSE,TRUE,4,12.4831144465291,4
