product_clean,meddra_pt,a,expected,prr,prr_lower,prr_upper,chi2,prr_signal,ror,ror_lower,ror_upper,ror_signal,ebgm,eb05,eb95,gps_signal,ic,ic025,ic975,bcpnn_signal,n_methods,validation_status,validation_note
TOTAL BODY FORMULA,Diarrhoea,15,1.48294430794431,10.1586387725091,7.52285144658882,13.7179289585891,122.194102268928,TRUE,26.5768721908926,11.5042850716511,61.3971342896905,TRUE,3.33908126357005,2.64133516412644,3.88399837484432,TRUE,2.96655215111605,2.46879065757555,3.46431364465655,TRUE,4,,
TOTAL BODY FORMULA,Hypotrichosis,15,0.056040131040131,306.126672240803,214.673490929876,436.539877612741,3733.68293009708,TRUE,850.052631578947,360.33050800904,2005.35192106511,TRUE,8.05726187385785,7.35951577441424,8.60217898513213,TRUE,4.80093539505344,4.30317390151294,5.29869688859394,TRUE,4,,
5 HOUR ENERGY,Death,14,1.75708435708436,8.04590874811463,5.02868275263354,12.8734801472781,80.6740450375819,TRUE,10.1274593732663,5.65970026671678,18.122060979151,TRUE,2.99494210637939,2.26921128236551,3.55677695162095,TRUE,2.68352065578569,2.16887585187155,3.19816545969984,TRUE,4,,
5-HOUR ENERGY,Death,14,1.52452907452907,9.27496197305519,5.85076098467117,14.7032018274209,96.681620181356,TRUE,12.13299035766,6.70054458618342,21.9697747139265,TRUE,3.1997229637952,2.47399213978132,3.76155780903677,TRUE,2.84039463323065,2.32574982931651,3.3550394371448,TRUE,4,,
ALL DAY ENERGY GREENS FRUITY,Gastrointestinal Disorder,14,0.900020475020475,16.0985958702065,9.7587411470373,26.5571947331455,178.223997680326,TRUE,18.7652309483503,10.7164106938158,32.8593129365724,TRUE,3.95985279737894,3.23412197336506,4.5216876426205,TRUE,3.37253306867555,2.8578882647614,3.88717787258969,TRUE,4,,
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - CHOCOLATE,Dyspnoea,14,2.86404586404586,4.9038185472294,3.21065971556912,7.48987388091623,42.5788748816577,TRUE,7.11823393843212,3.74902365255052,13.5153200134589,TRUE,2.29016962156342,1.56443879754954,2.85200446680498,TRUE,2.10778362027754,1.5931388163634,2.62242842419168,TRUE,4,,
"CENTRUM SILVER WOMEN'S 50 PLUS (MULTIMINERALS, MULTIVITAMINS) TABLET",Choking,14,1.74627354627355,8.03323461665021,7.8464675146559,8.2244472796976,90.4114108066417,TRUE,203.949411861479,12.1642308523241,3419.48151951557,TRUE,3.00384441392794,2.27811358991406,3.5656792591695,TRUE,2.69044736844788,2.17580256453374,3.20509217236202,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Fear,14,2.77692465192465,5.32027586206897,3.11338320145219,9.09150381337932,42.1310233274916,TRUE,5.59450218076547,3.26448750770315,9.58755534421107,TRUE,2.3347312721058,1.60900044809192,2.89656611734736,TRUE,2.14563849452166,1.63099369060752,2.6602832984358,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CITRACAL SLOW RELEASE 1200,Foreign Body,14,1.73026208026208,8.16485329634855,5.13425078022774,12.9843344636813,82.4642563940414,TRUE,10.5075610287124,5.82969888216284,18.9390294428302,TRUE,3.017131028723,2.29140020470912,3.57896587396457,TRUE,2.7007677425255,2.18612293861135,3.21541254643964,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
HYDROXYCUT,Chromaturia,14,1.55454545454545,9.26650346797226,5.56073650703013,15.4418549437442,92.9589810152339,TRUE,10.3161366443596,5.97456524992314,17.8126224776721,TRUE,3.17159950693301,2.44586868291912,3.73343435217457,TRUE,2.81916174623704,2.3045169423229,3.33380655015119,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
KRATOM,Toxicologic Test Abnormal,14,0.165438165438165,279.745874587459,108.04258911144,724.323204324397,1084.19414761093,TRUE,276.663941692111,109.101872103495,701.57308171583,TRUE,6.40130803626834,5.67557721225445,6.9631428815099,TRUE,4.4456044773118,3.93095967339765,4.96024928122594,TRUE,4,Validated,"FDA import alert 54-15, DEA scheduling, extensive literature on mitragynine toxicity"
ONE A DAY WOMEN'S 50+ MINIGELS COMPLETE MULTIVITAMIN,Choking,14,4.11621621621622,3.40671273445212,2.28776525693281,5.07293815215899,24.4574515327381,TRUE,5.22714780763642,2.64764609622784,10.3197607270118,TRUE,1.76695309049722,1.04122226648334,2.32878793573878,TRUE,1.65127019602339,1.13662539210925,2.16591499993754,TRUE,4,,
ONE A DAY WOMENS (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,Choking,14,3.11834561834562,4.49759789404409,3.17490351568151,6.37133907112379,39.5085509365976,TRUE,8.86508399168845,4.08658507348187,19.2311459975873,TRUE,2.16745615161334,1.44172532759946,2.7292909968549,TRUE,2.0026507767597,1.48800597284556,2.51729558067384,TRUE,4,,
OXYELITE PRO,Hepatic Enzyme Increased,14,0.941850941850942,15.2103386809269,9.38507195333016,24.6513190244011,169.716627762914,TRUE,18.7171245120816,10.5413614213008,33.2339188458956,TRUE,3.89433399147138,3.1686031674575,4.45616883671294,TRUE,3.33005896825184,2.8154141643377,3.84470377216599,TRUE,4,Validated,"2013 FDA recall, acute hepatitis outbreak (Hawaii cluster)"
OXYELITE PRO,Malaise,14,3.14987714987715,4.46987951807229,2.77191870921139,7.20793969884001,35.4613097925401,TRUE,5.34995580073515,3.02580104571056,9.45932222159644,TRUE,2.15294286545162,1.42721204143774,2.71477771069318,TRUE,1.9901330895584,1.47548828564426,2.50477789347255,TRUE,4,Validated,"2013 FDA recall, acute hepatitis outbreak (Hawaii cluster)"
PRESERVISION AREDS 2,Eye Disorder,14,1.20620393120393,14.1234956839519,7.91952906494632,25.1874989912622,127.595931928518,TRUE,14.7337929500723,8.26351143772002,26.270267347206,TRUE,3.53753515530735,2.81180433129346,4.09937000054891,TRUE,3.08719090242601,2.57254609851187,3.60183570634015,TRUE,4,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
PRESERVISION AREDS 2 FORMULA SOFT GELS,Age-Related Macular Degeneration,14,0.928746928746929,17.2393162393162,9.90001689314689,30.0195471994477,172.049315091607,TRUE,18.2959894497,10.426822940515,32.104048553739,TRUE,3.91454049498715,3.18880967097327,4.47637534022872,TRUE,3.3432305979206,2.82858579400646,3.85787540183474,TRUE,4,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
PREVAGEN REGULAR STRENGTH,Blood Pressure Increased,14,2.59121621621622,5.43475665565681,3.41016250492821,8.66134087848339,47.8955351043577,TRUE,6.82113527206811,3.80212269216364,12.2373448115569,TRUE,2.43457832704095,1.70884750302707,2.99641317228252,TRUE,2.22980642758512,1.71516162367097,2.74445123149926,TRUE,4,,
SUPER BETA PROSTATE,Prostate Cancer,14,2.23783783783784,7.12173913043478,4.05918395161168,12.494917413592,58.1066436623945,TRUE,7.41059013114323,4.23347884589778,12.9720374403221,TRUE,2.646074899983,1.92034407596912,3.20790974522457,TRUE,2.40494399684275,1.8902991929286,2.91958880075689,TRUE,4,Validated,"FDA warning letters, urologic symptoms consistent with beta-sitosterol effects"
TOTAL BODY FORMULA,Arthralgia,14,0.212387387387387,67.9970152223659,48.3637108922444,95.6004821352967,839.457609817869,TRUE,168.786105263158,74.0778958980981,384.57827378217,TRUE,6.04150038792954,5.31576956391566,6.6033352331711,TRUE,4.34724711584765,3.8326023119335,4.86189191976179,TRUE,4,,
TRIPLE ACTION VIRILITY,Haemorrhage,14,1.21216216216216,11.8025114155251,7.21585442589139,19.3046128000833,126.363541895279,TRUE,13.9727312292708,7.96060924459331,24.5254115616892,TRUE,3.53042811062828,2.8046972866144,4.09226295586984,TRUE,3.08216164650308,2.56751684258893,3.59680645041722,TRUE,4,,
AG1 WHOLE FOOD POUCH 360G NON SPECIFIC,Alanine Aminotransferase Increased,13,0.951330876330876,14.0183841422946,8.38541286197011,23.435351031096,141.865263065777,TRUE,16.5337049791663,9.24174612724464,29.5791938638342,TRUE,3.77305397007454,3.01585210392743,4.35356533074665,TRUE,3.21751103773903,2.68414033538999,3.75088174008806,TRUE,4,Emerging,Hepatic enzyme signals emerging 2024; pre-regulatory detection
ALL DAY ENERGY GREENS,Flatulence,13,1.8470515970516,7.20455166757791,4.23259990383768,12.2632816495925,62.2948280862791,TRUE,7.93454096335941,4.52696961833317,13.9070825755639,TRUE,2.81607750843695,2.05887564228984,3.39658886910906,TRUE,2.5240379440722,1.99066724172317,3.05740864642124,TRUE,4,,
ARBONNE ESSENTIALS BODY CLEANSE,Hypersensitivity,13,1.32530712530713,9.86065484607854,6.57142615161776,14.7962575779012,98.7933692311609,TRUE,17.1755514141187,8.35559402081981,35.3056366362435,TRUE,3.29487936374306,2.53767749759595,3.87539072441517,TRUE,2.88674827056614,2.3533775682171,3.42011897291518,TRUE,4,,
ARBONNE ESSENTIALS DAILY FIBER BOOST,Dyspnoea,13,3.29365274365274,3.95798182998053,2.49476595869469,6.27939471109852,27.7441570072013,TRUE,5.2401937792741,2.78310485073892,9.86654557303235,TRUE,1.98171986818885,1.22451800204174,2.56223122886096,TRUE,1.83129987611269,1.29792917376365,2.36467057846173,TRUE,4,,
ARBONNE ESSENTIALS HERBAL DETOX TEA,Dyspnoea,13,2.93564701064701,4.44111758281762,2.83073116349972,6.96764342680532,33.5921264127472,TRUE,6.16020572308947,3.22075933296541,11.782356465562,TRUE,2.14771321290415,1.39051134675704,2.72822457357626,TRUE,1.9743056851718,1.44093498282276,2.50767638752083,TRUE,4,,
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - VANILLA,Dyspnoea,13,2.79244471744472,4.66905855338691,2.99203245469527,7.28605324475858,36.3787271303459,TRUE,6.62541930977347,3.43708558362961,12.7713377983344,TRUE,2.21985516375931,1.4626532976122,2.80036652443142,TRUE,2.0357282853834,1.50235758303437,2.56909898773244,TRUE,4,,
BURN,Nausea,13,1.93169533169533,6.74885145482389,4.66517821027119,9.76318457867247,62.9111689759292,TRUE,13.4507936155694,6.12170018597579,29.554509922443,TRUE,2.75144474706134,1.99424288091423,3.33195610773345,TRUE,2.47292501803099,1.93955431568195,3.00629572038003,TRUE,4,,
"CENTRUM SILVER ADULTS 50+(MULTIMINERALS, MULTIVITAMINS) TABLET",Choking,13,3.49254709254709,3.72803327614974,2.50254245093008,5.55364489538008,26.5564877767555,TRUE,6.12213175425611,2.94984581439801,12.705917385082,TRUE,1.89713651139598,1.13993464524886,2.47764787206809,TRUE,1.75757807767449,1.22420737532546,2.29094878002353,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM SILVER MEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Foreign Body,13,2.87446764946765,4.55649766271126,2.73380603116874,7.59441990894182,33.227781025742,TRUE,5.23424923447628,2.94710047555813,9.29637970467464,TRUE,2.17809367248781,1.4208918063407,2.75860503315992,TRUE,2.00022757927425,1.46685687692521,2.53359828162329,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMINS) TABLET",Choking,13,1.74627354627355,7.45820506192278,6.43748639055816,8.64076743172231,75.6815569456053,TRUE,63.2827535159141,11.7106596114783,341.971078096293,TRUE,2.89700809548,2.13980622933288,3.47751945615211,TRUE,2.58735387548377,2.05398317313474,3.12072457783281,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,Retching,13,1.73194103194103,7.64178906334858,4.53313816914287,12.8822325527651,68.0171766650726,TRUE,8.64003234318381,4.89567858679927,15.2481739901286,TRUE,2.90889572794795,2.15169386180084,3.48940708862006,TRUE,2.59658859061019,2.06321788826115,3.12995929295923,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM WOMEN UNDER 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",Dysphagia,13,1.37764127764128,9.48230723251644,6.35748128782134,14.1430460242293,94.4970393677306,TRUE,16.9138255595064,8.14424339345907,35.1263439998822,TRUE,3.23901866990878,2.48181680376167,3.81953003058089,TRUE,2.84596603895957,2.31259533661053,3.37933674130861,TRUE,4,,
CITRACAL MAXIMUM,Pharyngeal Injury,13,1.10405405405405,12.9823049001815,7.37777489361327,22.8443186396453,118.957537701998,TRUE,13.8045596227833,7.79186276853531,24.457035761527,TRUE,3.55832747386275,2.80112560771563,4.13883883453486,TRUE,3.07316474303787,2.53979404068884,3.60653544538691,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,Foreign Body,13,3.06981981981982,4.26592592592593,2.55354360575493,7.12661572117813,29.8674899520781,TRUE,4.85773929883519,2.7423919842907,8.60476227710063,TRUE,2.08324441551342,1.3260425493663,2.66375577618553,TRUE,1.91903624348681,1.38566554113777,2.45240694583584,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,Throat Irritation,13,1.76351351351351,7.47922077922078,4.46767085181873,12.5207843907203,66.5800036673518,TRUE,8.61866919582689,4.85650659429321,15.295245103627,TRUE,2.88283754386711,2.12563567772,3.46334890453922,TRUE,2.57632358244728,2.04295288009825,3.10969428479632,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
CITRACAL MAXIMUM BAYER,Foreign Body,13,1.17211302211302,11.188253968254,7.10005886854552,17.6304209832268,112.718277292461,TRUE,16.0782823687398,8.42465758151729,30.685064814512,TRUE,3.47205017624142,2.71484831009431,4.05256153691353,TRUE,3.01321513624518,2.47984443389614,3.54658583859422,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
CITRACAL MAXIMUM CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,Choking,13,2.36994266994267,5.49495675362118,4.04485697977191,7.46492394543693,49.4896981660427,TRUE,14.6020042134032,5.72618641705511,37.2356943206015,TRUE,2.45650308999337,1.69930122384625,3.03701445066548,TRUE,2.2338655842923,1.70049488194326,2.76723628664134,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
CITRACAL PETITES CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,Choking,13,1.9957411957412,6.52566211547952,5.15095297281208,8.26725972265215,63.1871485799185,TRUE,27.119911176906,8.36709703369486,87.9025998242168,TRUE,2.70439512044501,1.94719325429789,3.28490648111712,TRUE,2.43541916531078,1.90204846296174,2.96878986765982,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
FLINTSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,Drug Dependence,13,0.258845208845209,52.834902124115,32.6150171229674,85.5902320069311,582.560253023479,TRUE,73.1387160672935,38.6883315428371,138.265765791664,TRUE,5.64965110581247,4.89244923966535,6.23016246648458,TRUE,4.15300996596367,3.61963926361463,4.68638066831271,TRUE,4,,
GRIPE WATER NIGHTTIME,Choking,13,1.74627354627355,7.45820506192278,6.43748639055816,8.64076743172231,75.6815569456053,TRUE,63.2827535159141,11.7106596114783,341.971078096293,TRUE,2.89700809548,2.13980622933288,3.47751945615211,TRUE,2.58735387548377,2.05398317313474,3.12072457783281,TRUE,4,Validated,Choking hazard in infants from liquid formulation; FDA consumer advisory
HYDROXYCUT,Blood Bilirubin Increased,13,1.29195331695332,10.3932091464617,6.1010855923113,17.7048485433841,98.317301271975,TRUE,11.5428610615828,6.55800369799058,20.3167987733567,TRUE,3.33164341404771,2.5744415479006,3.91215477471982,TRUE,2.913354448628,2.37998374627897,3.44672515097704,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
HYDROXYCUT,Hepatic Enzyme Increased,13,2.01320638820639,6.58359867640632,3.87917052553606,11.1734638234264,55.4707092711938,TRUE,7.28441640378549,4.15310793954776,12.776629723117,TRUE,2.69182663575672,1.9346247696096,3.27233799642883,TRUE,2.42535834984046,1.89198764749142,2.95872905218949,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Depression,13,2.4982800982801,5.35579862762416,3.11297117728568,9.21453405960284,40.6214366843624,TRUE,5.73143496977004,3.29180045876392,9.97914278954743,TRUE,2.38042973580307,1.62322786965596,2.96094109647518,TRUE,2.17075233651485,1.63738163416582,2.70412303886389,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Discomfort,13,1.60507780507781,8.50766242175696,4.91647970703315,14.7219808065176,74.8185181789136,TRUE,9.12203902142085,5.20975667027753,15.9722615037012,TRUE,3.01862183958475,2.26141997343763,3.59913320025686,TRUE,2.6810139449167,2.14764324256766,3.21438464726574,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Hepatic Function Abnormal,13,0.611138411138411,24.650406504065,13.8427267687369,43.896159403217,233.279932412646,TRUE,26.4009508716323,14.6639155294304,47.5323391987254,TRUE,4.41123965704416,3.65403779089704,4.99175101771627,TRUE,3.60284896210128,3.06947825975224,4.13621966445032,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
KRATOM,Cardiac Arrest,13,1.33177723177723,10.5309740433503,6.02466592080879,18.4078944392039,94.7497215285561,TRUE,11.2129339370719,6.36679274253328,19.7477588106805,TRUE,3.28785495375385,2.53065308760674,3.86836631442596,TRUE,2.88164343876785,2.34827273641881,3.41501414111689,TRUE,4,Validated,"FDA import alert 54-15, DEA scheduling, extensive literature on mitragynine toxicity"
KRATOM,Pulmonary Congestion,13,0.372235872235872,48.7057549504951,25.7552852992426,92.1073301163328,398.796169022056,TRUE,51.3575596816976,27.0159541585351,97.6311597577183,TRUE,5.12605097278206,4.36884910663494,5.70656233345417,TRUE,3.95209727203767,3.41872656968863,4.48546797438671,TRUE,4,Validated,"FDA import alert 54-15, DEA scheduling, extensive literature on mitragynine toxicity"
KRATOM,Unresponsive To Stimuli,13,0.752743652743653,19.9818481848185,11.1996769968619,35.6505153669173,185.200910934492,TRUE,21.242477487371,11.8225156547854,38.1680906989378,TRUE,4.11071818925535,3.35351632310824,4.69122954992746,TRUE,3.42979627405749,2.89642557170845,3.96316697640652,TRUE,4,Validated,"FDA import alert 54-15, DEA scheduling, extensive literature on mitragynine toxicity"
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE,Choking,13,2.49467649467649,5.22010199045896,3.78125576868772,7.20645903311916,45.8654617852602,TRUE,12.6547742413027,5.18104658782058,30.9094520544939,TRUE,2.38251197082817,1.62531010468105,2.96302333150028,TRUE,2.17248734046297,1.63911663811393,2.70585804281201,TRUE,4,,
ONE A DAY WOMEN'S MINIGELS COMPLETE MULTIVITAMIN,Choking,13,2.99361179361179,4.34972857377858,3.00819258576475,6.28953703133204,34.5071370791398,TRUE,8.25234126090175,3.75661141348645,18.1283419525092,TRUE,2.11950752928597,1.36230566313885,2.70001888995808,TRUE,1.95016819572528,1.41679749337624,2.48353889807431,TRUE,4,,
ONE A DAY WOMEN'S MULTIVITAMINS + MINERALS FILM-COATED TABLET,Choking,13,2.24520884520885,5.80035093491254,4.35118791799105,7.73215765493169,53.5324153819269,TRUE,17.257317811722,6.40059396181821,46.5292783500012,TRUE,2.53449508842456,1.77729322227745,3.11500644909667,TRUE,2.29797159392172,1.76460089157269,2.83134229627076,TRUE,4,,
PREVAGEN REGULAR STRENGTH,Dizziness,13,3.8289312039312,3.40607541899441,2.09184807589627,5.54598103636532,20.8936043162081,TRUE,4.12142233748099,2.26346730108131,7.50446983518277,TRUE,1.76448562347698,1.00728375732987,2.34499698414909,TRUE,1.64087662897193,1.10750592662289,2.17424733132097,TRUE,4,,
REUMOFAN PLUS,Dizziness,13,3.6522113022113,3.57110515408182,2.1996630402563,5.79761162874463,22.8051294801799,TRUE,4.37149113759342,2.39196475621802,7.98922087642834,TRUE,1.83265145805126,1.07544959190414,2.41316281872337,TRUE,1.70100763917682,1.16763693682779,2.23437834152586,TRUE,4,,
SUPER BETA PROSTATE,Prostatic Disorder,13,0.768550368550369,26.7670807453416,13.4376009443974,53.3187891642488,183.34247747712,TRUE,27.4492857066763,13.8610354726057,54.3583693509664,TRUE,4.08074926495955,3.32354739881243,4.66126062563165,TRUE,3.41170669855572,2.87833599620668,3.94507740090476,TRUE,4,Validated,"FDA warning letters, urologic symptoms consistent with beta-sitosterol effects"
SUPER BETA VIRILITY BOOST,Haematochezia,13,1.96165028665029,6.74318738681155,3.98851657852279,11.4003728550365,57.5448201091558,TRUE,7.53899312424293,4.28617418183798,13.2604077473608,TRUE,2.72924799375905,1.97204612761194,3.30975935443116,TRUE,2.45526168166993,1.92189097932089,2.98863238401896,TRUE,4,,
VITAMIN B6,Paraesthesia,13,0.451474201474202,29.3801805973605,18.9586792384055,45.5303347389782,325.975340201703,TRUE,46.8228340080972,23.7351778925792,92.3682895688458,TRUE,4.8478358520377,4.09063398589058,5.4283472127098,TRUE,3.82665105764015,3.29328035529111,4.36002175998919,TRUE,4,Stimulated reporting,Well-known toxicity; 2023-2024 reporting spike driven by TGA/EFSA actions (Weber effect)
ALL DAY ENERGY GREENS FRUITY,Flatulence,12,1.1221334971335,10.9398492020431,6.36000116206322,18.8176538830407,97.1654534807967,TRUE,12.5505225212104,6.92621676709824,22.74194135876,TRUE,3.41951531612353,2.62658328472424,4.02079616034637,TRUE,2.94596363549253,2.3916628659086,3.50026440507647,TRUE,4,,
ALL DAY ENERGY GREENS FRUITY,Gastric Disorder,12,0.539086814086814,23.4142473871782,13.4973052621368,40.6175136488827,224.448954148127,TRUE,26.9693313614073,14.7691179135579,49.2476827890781,TRUE,4.47673795921383,3.68380592781454,5.07801880343667,TRUE,3.58853999557079,3.03423922598686,4.14284076515473,TRUE,4,,
"CALTRATE 600 + VITAMIN D (CALCIUM CARBONATE, CHOLECALCIFEROL) TABLET",Coeliac Disease,12,0.841891891891892,14.6070411985019,8.561279459789,24.9221688857228,136.465787926692,TRUE,17.2931509791987,9.44741608860419,31.654482874962,TRUE,3.83391972519377,3.04098769379448,4.43520056941661,TRUE,3.21958774276266,2.66528697317873,3.7738885123466,TRUE,4,,
CENTRUM,Death,12,2.14467649467649,5.63936385542169,3.33213115286927,9.54416955240546,41.962753763706,TRUE,6.64174889484766,3.63234165421278,12.1444601256185,TRUE,2.48519013655666,1.69225810515737,3.0864709807795,TRUE,2.24076493173413,1.68646416215019,2.79506570131806,TRUE,4,,
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",Retching,12,2.07051597051597,5.88788098693759,3.39840285284721,10.2010103032066,43.6521878827109,TRUE,6.52148837714239,3.64132258825892,11.6797700896747,TRUE,2.53595236222038,1.74302033082109,3.13723320644321,TRUE,2.28179821425034,1.7274974446664,2.83609898383427,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER ULTRA WOMENS,Choking,12,1.62153972153972,7.41300607287449,6.32530166245173,8.68775308578312,68.7743338432375,TRUE,58.5855055779404,10.76866701401,318.726677996219,TRUE,2.88851835429165,2.09558632289236,3.48979919851448,TRUE,2.55874449934692,2.00444372976299,3.11304526893086,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS,Choking,12,1.4968058968059,8.03092105263158,7.84424187011406,8.22204287189621,76.3973827251969,TRUE,175.760628237809,10.4045494537218,2969.06642387086,TRUE,3.0039725242265,2.21104049282721,3.60525336844934,TRUE,2.64616209000516,2.09186132042123,3.2004628595891,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,Dysphagia,12,1.18083538083538,10.2082810539523,6.82922278209452,15.2592769926479,94.890927027507,TRUE,19.4127116872256,8.85384296235507,42.5638196491238,TRUE,3.34597164819722,2.55303961679793,3.94725249242005,TRUE,2.89467775424411,2.34037698466017,3.44897852382804,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CITRACAL CALCIUM + D SLOW RELEASE 1200 (CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",Choking,12,2.24520884520885,5.35328947368421,3.85819318388467,7.42775356836948,43.6009994566272,TRUE,13.51815070876,5.23749258733092,34.8908176074147,TRUE,2.41910989859997,1.62617786720068,3.02039074282281,TRUE,2.18694028153298,1.63263951194905,2.74124105111692,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
CITRACAL PETITES,Retching,12,3.19041769041769,3.81436420722135,2.18479322118842,6.65938275724657,22.038776956124,TRUE,4.11219768105705,2.31518837782061,7.30401462364342,TRUE,1.91227341447904,1.11934138307975,2.51355425870188,TRUE,1.7600720765267,1.20577130694276,2.31437284611064,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
CITRACAL SLOW RELEASE 1200,Foreign Body In Throat,12,0.488738738738739,25.3107325088645,15.0768795927587,42.4910987843253,250.372193301939,TRUE,32.0791416491047,17.1277474160703,60.082117277009,TRUE,4.6181064553546,3.82517442395531,5.21938729957743,TRUE,3.66019492658947,3.10589415700554,4.21449569617341,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
EXTENZE PLUS,Tremor,12,0.414619164619165,29.3624060150376,19.4130648826092,44.410858986221,301.534697546368,TRUE,55.6802105800227,25.7158655859832,120.559264858093,TRUE,4.85521915864274,4.06228712724345,5.45650000286557,TRUE,3.77261313545887,3.21831236587494,4.32691390504281,TRUE,4,,
EXTENZE PLUS,Vomiting,12,1.86015561015561,6.46913307564881,4.29664296639117,9.74008850114064,53.9998690486313,TRUE,11.5516448125144,5.34808865544393,24.9510631688311,TRUE,2.69049488328292,1.89756285188363,3.29177572750575,TRUE,2.40497420705251,1.85067343746858,2.95927497663645,TRUE,4,,
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,Dependence,12,0.521683046683047,23.6094373865699,14.1580903951998,39.3701069954567,233.434513196406,TRUE,30.4995521126405,16.195532274539,57.4369933203168,TRUE,4.52405428864125,3.73112225724196,5.12533513286409,TRUE,3.61290848655147,3.05860771696754,4.16720925613541,TRUE,4,,
FLINTSTONES GUMMIES (MULTIVITAMINS),Dependence,12,0.237960687960688,51.7920424403183,33.8398939870149,79.2678505780496,538.211818285738,TRUE,95.766855378281,44.6821414782657,205.256289999119,TRUE,5.65548037749667,4.86254834609738,6.2567612217195,TRUE,4.08224032040186,3.52793955081793,4.6365410899858,TRUE,4,,
GRIPE WATER ORIGINAL,Choking,12,1.4968058968059,8.03092105263158,7.84424187011406,8.22204287189621,76.3973827251969,TRUE,175.760628237809,10.4045494537218,2969.06642387086,TRUE,3.0039725242265,2.21104049282721,3.60525336844934,TRUE,2.64616209000516,2.09186132042123,3.2004628595891,TRUE,4,Validated,Choking hazard in infants from liquid formulation; FDA consumer advisory
HYDROXYCUT,Convulsion,12,2.91652334152334,4.16001025706776,2.40062332271988,7.20882996308717,25.7902365004468,TRUE,4.56467735257586,2.55626254627153,8.1510717134709,TRUE,2.04175590635805,1.24882387495876,2.64303675058088,TRUE,1.87132720650529,1.31702643692136,2.42562797608923,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
