product_clean,meddra_pt,a,expected,prr,prr_lower,prr_upper,chi2,prr_signal,ror,ror_lower,ror_upper,ror_signal,ebgm,eb05,eb95,gps_signal,ic,ic025,ic975,bcpnn_signal,n_methods,validation_status,validation_note
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Choking,475,77.9586404586405,6.52366031689514,6.20270188109286,6.86122672765534,2334.3504948896,TRUE,23.9588101965411,19.9040090756326,28.8396465180791,TRUE,2.60717117086761,2.49585853947557,2.71371786257378,TRUE,2.59944109954584,2.50999604479379,2.68888615429789,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CITRACAL MAXIMUM,Choking,278,52.1387387387387,5.53906179276882,5.15334986839448,5.95364303368559,1122.51148816715,TRUE,14.5255553593621,11.8371886850679,17.8244821563121,TRUE,2.41470037255227,2.2681960629859,2.55305906085486,TRUE,2.40348050095486,2.28636842202156,2.52059257988816,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
SUPER BETA PROSTATE,Blood Urine Present,268,12.997542997543,37.7462115847614,32.4040268146515,43.9691183182628,5159.35808657287,TRUE,49.5087282958903,41.4604328798529,59.1193580775991,TRUE,4.36594126716387,4.21664783645167,4.50678491349757,TRUE,4.31415337047882,4.19486808986694,4.4334386510907,TRUE,4,Validated,"FDA warning letters, urologic symptoms consistent with beta-sitosterol effects"
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Dysphagia,264,30.7509213759214,9.52127910238429,8.6100035908448,10.5290032447716,1876.82073333601,TRUE,15.7574002405521,13.3685210623221,18.5731586301455,TRUE,3.10187622210675,2.95142212988532,3.24375240797796,TRUE,3.08129709161588,2.96110827881377,3.20148590441798,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
KRATOM,Death,178,10.4391482391482,19.6869131562603,17.3797156122764,22.3003965236557,2767.33143212602,TRUE,34.4098968304129,28.0264171414056,42.2473195166421,TRUE,4.09183908036634,3.90740105175842,4.26355026296987,TRUE,4.02835175998715,3.88191777558191,4.17478574439239,TRUE,4,Validated,"FDA import alert 54-15, DEA scheduling, extensive literature on mitragynine toxicity"
CITRACAL PETITES,Choking,162,30.5597870597871,5.41858416216402,4.93861878676888,5.94519552736412,644.228131632098,TRUE,14.0007860512009,10.738233618942,18.2545860899992,TRUE,2.40636142643723,2.21268570838493,2.58605180764422,TRUE,2.38731987412237,2.23382082348701,2.54081892475774,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Foreign Body Trauma,139,13.7310606060606,11.4807451820128,9.78556400477496,13.4695874320575,1174.22157499153,TRUE,14.5078582398928,11.8891411264332,17.7033772642223,TRUE,3.33964060671278,3.12990909154719,3.53306940693753,TRUE,3.29315003054587,3.1274403614984,3.45885969959334,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",Choking,125,19.8326781326781,6.41381371126099,5.89423726492892,6.97919077121773,633.164969671773,TRUE,26.0379944506172,17.8464958641394,37.9893711444325,TRUE,2.65606900330958,2.43439831299121,2.85960821695826,TRUE,2.62581520579589,2.45108197562177,2.80054843597,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Emotional Distress,115,1.6990990990991,123.252032520325,98.6772416055822,153.946981829009,7578.5910621204,TRUE,188.951707403681,142.636071684395,250.306583104478,TRUE,6.08058100944338,5.84903736047602,6.29241384988834,TRUE,5.71483642287237,5.53267729128148,5.89699555446327,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,Choking,111,15.2175266175266,7.41103384762129,6.97459703375728,7.87478078299826,683.326137725396,TRUE,69.2749201341819,37.7291599301661,127.196432904414,TRUE,2.866853839518,2.63098059053419,3.08230472906551,TRUE,2.82659759872006,2.6411922190232,3.01200297841692,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER WOMEN'S 50+,Choking,105,28.6887796887797,3.7066179621063,3.21275219647147,4.27640100350674,229.966612620542,TRUE,5.98428565487528,4.61281535556484,7.76351794700461,TRUE,1.8719520141958,1.62911126993318,2.09320123351692,TRUE,1.8537571972567,1.66314079370358,2.04437360080981,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,Choking,105,16.5895986895987,6.42273170817473,5.86457580880182,7.034009609575,533.689641665817,TRUE,26.4118243416474,17.4468304181466,39.9834496200797,TRUE,2.66214822659739,2.41930748233476,2.8833974459185,TRUE,2.62605257482354,2.43543617127043,2.81666897837665,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
KRATOM,Dependence,103,3.697542997543,35.8976226110983,29.4737583138483,43.721580919776,2686.72211742622,TRUE,47.9226870004116,37.4282522415949,61.3596358845518,TRUE,4.79995178171454,4.55464991561919,5.02324207401056,TRUE,4.62394185401079,4.43148860936705,4.81639509865453,TRUE,4,Validated,"FDA import alert 54-15, DEA scheduling, extensive literature on mitragynine toxicity"
KRATOM,Toxicity To Various Agents,102,1.64610974610975,126.071042155762,97.1925806946718,163.530050921996,6132.70024477833,TRUE,167.994871794872,124.524475155833,226.640400724896,TRUE,5.95323320168619,5.70667283121744,6.17756578491776,TRUE,5.5777562460951,5.3843644997573,5.77114799243291,TRUE,4,Validated,"FDA import alert 54-15, DEA scheduling, extensive literature on mitragynine toxicity"
PRESERVISION AREDS 2,Macular Degeneration,100,4.90743243243243,30.2134244145453,23.9963960865913,38.0411713308702,1865.28279618836,TRUE,34.4058201010869,26.7586341909524,44.2384483595432,TRUE,4.34894005501132,4.09980440804213,4.5754024897432,TRUE,4.21610795780696,4.02079738773142,4.41141852788251,TRUE,4,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Liver Function Test Abnormal,98,3.43177723177723,35.0954940057875,28.9761592124338,42.5071414910552,2623.37944434266,TRUE,49.7084645911968,38.5189495452241,64.1484640985136,TRUE,4.83576983935874,4.58397784899918,5.0644249756647,TRUE,4.64687023626077,4.44958273440176,4.84415773811978,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,Choking,95,13.9701883701884,6.89207699087639,6.35042116667616,7.47993306293256,531.579259345799,TRUE,38.8815172988745,23.339563144821,64.7729513222761,TRUE,2.76569516341615,2.50975712948089,2.99776420208632,TRUE,2.72241703042403,2.5220485669079,2.92278549394016,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
SUPER BETA PROSTATE,Haemorrhage,92,13.5174447174447,7.86166007905138,6.34721082716355,9.73745805544166,465.993976314267,TRUE,8.51902307045446,6.76731294155943,10.7241610816082,TRUE,2.76693438452422,2.50664214197987,3.00257764098594,TRUE,2.72222998557151,2.51863196502084,2.92582800612219,TRUE,4,Validated,"FDA warning letters, urologic symptoms consistent with beta-sitosterol effects"
CITRACAL MAXIMUM,Foreign Body,87,11.6653153153153,7.89832535885167,6.50114743686681,9.59577429678241,498.120829112982,TRUE,9.74884485114664,7.65308258551363,12.4185221928256,TRUE,2.89891678225048,2.6308553388277,3.14090944801546,TRUE,2.84650930267386,2.63716426891059,3.05585433643713,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
SUPER BETA PROSTATE,Haematochezia,86,14.5346437346437,6.6760596362501,5.36246638239995,8.31143154818637,359.23088053084,TRUE,7.18726298896425,5.68288030982383,9.08988865791135,TRUE,2.56497714678204,2.29527819234297,2.8083035092703,TRUE,2.52440945095999,2.31385564820405,2.73496325371592,TRUE,4,Validated,"FDA warning letters, urologic symptoms consistent with beta-sitosterol effects"
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Injury,85,1.5043407043407,90.4439375329005,70.6448185474713,115.792014257329,4631.13519341098,TRUE,121.758826256872,90.4544527733952,163.896981485157,TRUE,5.82013046657552,5.54876415061237,6.06481321132148,TRUE,5.41472475152032,5.2029410474414,5.62650845559925,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
ONE A DAY WOMEN'S,Choking,83,27.8156429156429,3.01133576167886,2.53523352973972,3.57684724629568,123.391280757551,TRUE,4.21374312735559,3.20969806942863,5.53186958999456,TRUE,1.57737185395088,1.30257757781786,1.8248380670858,TRUE,1.56017691054136,1.34586748753321,1.77448633354951,TRUE,4,,
"CENTRUM SILVER (MULTIMINERALS, MULTIVITAMINS) TABLET",Choking,80,27.8156429156429,2.90104395096205,2.43027079027862,3.46301162779011,110.224081278808,TRUE,3.97515947467167,3.02163885352463,5.22957693327236,TRUE,1.52426700815625,1.2440827992841,1.77609584797964,TRUE,1.50738949618192,1.28911654253952,1.72566244982432,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Pain,73,12.5249795249795,6.02504355400697,4.89696537842824,7.41298886604185,300.607026260179,TRUE,7.49798819281252,5.76009381319966,9.76022765648785,TRUE,2.54324921154559,2.24917016675063,2.80624660018105,TRUE,2.49646314533264,2.26801619344226,2.72491009722303,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Throat Irritation,72,10.0199631449631,7.81205063291139,6.21190733997969,9.82437949426509,388.342209790765,TRUE,8.74541107791026,6.77187920999445,11.2940902443678,TRUE,2.84527447712488,2.5490402108397,3.1099942261199,TRUE,2.78485134474375,2.55483193389275,3.01487075559475,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,Choking,70,9.85397215397215,7.17468438510272,6.60632947668243,7.79193593167369,413.156537748509,TRUE,52.6645212033821,26.735862009499,103.739007651822,TRUE,2.82873734142476,2.52804938995313,3.097007847684,TRUE,2.76743891418646,2.53417485072364,3.00070297764928,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,Choking,66,13.7207207207207,4.85197477597079,4.15777542321545,5.66208051911826,223.755735430218,TRUE,10.5893697965074,7.23762611483856,15.4933055269716,TRUE,2.2662947444668,1.95607466195315,2.54212687259157,TRUE,2.22535975653831,1.9851728205614,2.46554669251522,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Rhabdomyolysis,66,1.63865683865684,54.8402302000548,42.2524476648539,71.1781450449943,2518.19692879037,TRUE,68.5979831932773,50.4842898481023,93.2108446477839,TRUE,5.3318243244613,5.02160424194765,5.60765645258608,TRUE,4.95857742419274,4.71839048821583,5.19876436016965,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
SUPER BETA PROSTATE,Urinary Retention,66,4.43046683046683,21.9521739130435,16.4232759626425,29.3423760645967,864.720423915553,TRUE,23.3598950003413,17.2771023733448,31.5842716350893,TRUE,3.89705183474319,3.58683175222954,4.17288396286797,TRUE,3.75355818400667,3.51337124802976,3.99374511998358,TRUE,4,Validated,"FDA warning letters, urologic symptoms consistent with beta-sitosterol effects"
CITRACAL MAXIMUM,Foreign Body In Throat,65,3.29504504504505,23.530427631579,18.3499045018435,30.1735098659151,1155.7976271897,TRUE,27.8093921493776,20.8999121582278,37.0031359875076,TRUE,4.30215452598269,3.98940927579524,4.57998118652471,TRUE,4.10930599181834,3.86729003192988,4.35132195170679,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
"CENTRUM SILVER ADULTS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Choking,64,13.7207207207207,4.70338420703384,4.00721088483473,5.52050382042415,206.804213423935,TRUE,9.82541262337232,6.73251260251491,14.3391834399927,TRUE,2.22190742698315,1.90657558966799,2.50177340658807,TRUE,2.18130457646038,1.9374172395939,2.42519191332685,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS, MINERALS, LYCOPENE) FILM-COATED TABLET",Choking,64,11.2260442260442,5.7509400575094,5.03078488604204,6.57418520056949,278.615243147596,TRUE,17.248893228861,10.9649030786053,27.1342405389043,TRUE,2.51140677946046,2.19607494214531,2.79127275906539,TRUE,2.4595827573982,2.21569542053172,2.70347009426468,TRUE,4,,
"CENTRUM SILVER (MULTIMINERALS, MULTIVITAMINS) TABLET",Dysphagia,59,10.9719287469287,5.48753998377692,4.39346446461174,6.85406592362447,217.528618403206,TRUE,7.13893086127333,5.29183202028474,9.6307542731295,TRUE,2.42710041521356,2.09782117600896,2.71789826610029,TRUE,2.37478169993512,2.12084066535486,2.62872273451539,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
SUPER BETA PROSTATE P3 ADVANCED,Blood Urine Present,59,2.8490990990991,22.9617688513037,18.1000721570099,29.1293219279519,1105.44578090272,TRUE,30.1854470062858,22.2506719182497,40.9498290351387,TRUE,4.37222331682174,4.04294407761714,4.66302116770847,TRUE,4.15104469760563,3.89710366302536,4.4049857321859,TRUE,4,Validated,"FDA warning letters, urologic symptoms consistent with beta-sitosterol effects"
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,Dysphagia,56,6.54379606879607,8.73805305765479,7.13154591749629,10.7064544099852,386.261558542148,TRUE,14.397571884984,10.192868935847,20.3367744143427,TRUE,3.09741513213871,2.75884478796953,3.39543539710871,TRUE,3.00382582138853,2.74322216923583,3.26442947354123,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",Choking,54,10.1034398034398,5.38357071878105,4.60692328069993,6.29114745746609,213.31533377863,TRUE,14.0210723614383,8.85793233766504,22.1937200094387,TRUE,2.4183345018532,2.07312486476287,2.72148677540815,TRUE,2.36172387242804,2.09637614480287,2.6270716000532,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Choking,54,8.98083538083538,6.05763497846969,5.29035006650229,6.9362029111696,252.5095695171,TRUE,20.8465253362993,12.2939533120474,35.3488912448615,TRUE,2.58825395390012,2.2430443168098,2.89140622745507,TRUE,2.52317014047509,2.25782241284993,2.78851786810026,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Anxiety,54,7.64930384930385,7.3610430482185,5.7283231847635,9.45913018697163,283.29871370868,TRUE,8.67470187829469,6.44683612042922,11.6724624717589,TRUE,2.81976645158478,2.47455681449446,3.12291872513973,TRUE,2.74150750175876,2.47615977413359,3.00685522938392,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
ONE A DAY WOMEN'S (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,Choking,53,10.8518427518428,4.91804991691934,4.1493805823936,5.82911461241709,182.945720060108,TRUE,10.9675349840603,7.14294026127431,16.8399593482147,TRUE,2.28828204228102,1.93960621921765,2.59410404409152,TRUE,2.23661238138499,1.96879350483223,2.50443125793774,TRUE,4,,
CITRACAL PETITES,Foreign Body,52,6.83732596232596,7.86730802160681,6.1449874828813,10.07236152706,301.633527802444,TRUE,9.78202661607072,7.17532715079446,13.3357047987591,TRUE,2.92721818596396,2.57497202159389,3.2357833238125,TRUE,2.83899113903689,2.56863086737207,3.10935141070172,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
PRESERVISION AREDS 2 FORMULA SOFT GELS,Death,51,11.1626535626536,4.71910266996972,3.62531516911346,6.14289488523594,143.57230183377,TRUE,5.25906166818752,3.90964233111144,7.07423525924855,TRUE,2.19205873470199,1.83613279978667,2.50344387472601,TRUE,2.14267635506704,1.86970104864057,2.4156516614935,TRUE,4,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",Dysphagia,50,7.8230343980344,6.50594584191999,5.15441941893172,8.21185236547332,234.285066857307,TRUE,9.07844141582584,6.48791884119216,12.7033183610906,TRUE,2.67635787080722,2.31663708266864,2.99064357122908,TRUE,2.60110188312461,2.32543427478069,2.87676949146853,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
PRESERVISION AREDS 2,Condition Aggravated,50,5.30399262899263,10.9816321211539,8.18809576586643,14.7282405449002,376.931922748288,TRUE,11.7280540208717,8.61202154023189,15.9715405348117,TRUE,3.23698017836172,2.87725939022315,3.55126587878359,TRUE,3.12116579555295,2.84549818720903,3.39683340389687,TRUE,4,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
HYDROXYCUT HARDCORE CAPSULES,Liver Function Test Abnormal,49,1.37061834561835,39.4359241267638,31.0400972523686,50.1026816729191,1642.10616281653,TRUE,62.5913513513514,43.4904326794472,90.0813586487894,TRUE,5.15984890118016,4.79621210844431,5.47711966682284,TRUE,4.72584137847009,4.44740031833452,5.00428243860567,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,Dysphagia,48,3.88691646191646,12.5804402160768,10.4918628337387,15.0847831827671,515.516929168895,TRUE,30.3338050425718,19.3335809502395,47.5928246675561,TRUE,3.62652029906132,3.258839826494,3.94686485896074,TRUE,3.46670560816332,3.18540578487147,3.74800543145517,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,Choking,47,7.85823095823096,6.01971720036236,5.20200041023577,6.96597314775992,217.375020560642,TRUE,20.348656526392,11.6147800635231,35.6500786209014,TRUE,2.5806328659949,2.20877401465342,2.90414447673077,TRUE,2.50665798395026,2.22240961960136,2.79090634829916,TRUE,4,,
PRESERVISION AREDS 2,Visual Impairment,46,5.08918918918919,10.4501546581912,7.69913889560281,14.1841488848169,328.344648249151,TRUE,11.1127774130007,8.06984891069532,15.3031144941544,TRUE,3.17635030399149,2.80017080122659,3.50312708171824,TRUE,3.05651980130941,2.76922831705555,3.34381128556327,TRUE,4,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
"CENTRUM SILVER ADULTS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Dysphagia,44,5.41216216216216,8.26282323018228,6.55040574607851,10.4229036154155,282.548224355301,TRUE,13.1513255484547,8.97708372792664,19.2665423341645,TRUE,3.02347017758736,2.63818916346198,3.35709293269948,TRUE,2.91204758987566,2.61836505200699,3.20573012774433,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
SUPER BETA PROSTATE,Cerebrovascular Accident,43,15.6874692874693,2.85604087357243,2.1099169820435,3.86601441712469,47.5628422964287,TRUE,2.96170654408519,2.16595247789617,4.0498144547461,TRUE,1.45502952736797,1.06494921089892,1.79224478108514,TRUE,1.42613794538891,1.12909588298107,1.72318000779675,TRUE,4,Validated,"FDA warning letters, urologic symptoms consistent with beta-sitosterol effects"
PRESERVISION AREDS 2 FORMULA SOFT GELS,Macular Degeneration,42,2.62702702702703,18.4562091503268,13.5049352129264,25.2227538177722,583.900073512305,TRUE,20.5118506806718,14.6052350511442,28.8072062430256,TRUE,3.99905769120565,3.6039987613323,4.33998702212005,TRUE,3.76459924754652,3.46407981157501,4.06511868351804,TRUE,4,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
HYDROXYCUT HARDCORE CAPSULES,Emotional Distress,41,0.678603603603604,71.9094411637621,53.9646246358029,95.821434196614,2355.25980956302,TRUE,104.654988625284,70.7599965059589,154.786138849456,TRUE,5.9166005480138,5.51637236129892,6.26137262286033,TRUE,5.13796084896968,4.83383913343437,5.44208256450499,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,Choking,40,5.86248976248976,6.86152634613492,6.07406993595297,7.75107041820997,220.720960413918,TRUE,38.1336802973978,17.4875215355311,83.1551555244434,TRUE,2.77069723463189,2.36509679284479,3.11944840424168,TRUE,2.67025857305065,2.36240200880523,2.97811513729608,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Renal Failure,40,2.37739557739558,18.8410750349542,13.8104034764035,25.7042532522169,587.842793465206,TRUE,21.5140452921063,15.2050207088539,30.4408756616344,TRUE,4.07271660528235,3.66711616349525,4.42146777489215,TRUE,3.81508642994228,3.50722986569685,4.1229429941877,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
ALL DAY ENERGY GREENS,Abdominal Pain Upper,39,7.71953316953317,5.13161225417018,3.86941774537356,6.80553149337131,128.536258157074,TRUE,6.2847022924187,4.4110834981347,8.95414537517482,TRUE,2.33719886548461,1.92600967195771,2.69007382702213,TRUE,2.26472429017339,1.9529919701232,2.57645661022358,TRUE,4,,
CENTRUM SILVER ULTRA WOMEN'S,Choking,39,5.98722358722359,6.5493969932265,5.705560763156,7.5180342047847,201.915439028342,TRUE,29.3559663178761,14.4504105850829,59.6365586557023,TRUE,2.70380851128838,2.29261931776148,3.05668347282589,TRUE,2.60617958489347,2.29444726484328,2.91791190494366,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,Dysphagia,39,6.00257985257985,6.5878963135558,5.07026960409536,8.5597771375129,185.505815421135,TRUE,9.27391695779513,6.33732004321725,13.5712785773114,TRUE,2.70011315945847,2.28892396593156,3.05298812099598,TRUE,2.60276853740544,2.29103621735525,2.91450085745563,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER WOMEN'S 50+,Foreign Body,39,6.41871416871417,6.22550243005385,4.65412904337324,8.32741854499935,165.72877394824,TRUE,7.36399567500224,5.20574467398055,10.417036504402,TRUE,2.6034163768563,2.1922271833294,2.95629133839382,TRUE,2.51327680782795,2.20154448777776,2.82500912787814,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Dysphagia,39,3.54250614250614,11.1742808798646,9.00273584093782,13.8696231221532,363.347501617285,TRUE,23.140517543389,14.5759861047837,36.7373808074745,TRUE,3.4608736050175,3.0496844114906,3.81374856655502,TRUE,3.28853078233063,2.97679846228044,3.60026310238082,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Retching,38,8.13882063882064,4.902127090301,3.56585642856034,6.73915242828918,108.710520735611,TRUE,5.21381112355356,3.72633081283702,7.29506525251167,TRUE,2.22343069552222,1.80642147229464,2.58058323027363,TRUE,2.15595216981774,1.84019409574337,2.47171024389212,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
HYDROXYCUT HARDCORE CAPSULES,Injury,37,0.600819000819001,73.5695391272401,54.0584068243376,100.122763606081,2160.66927572965,TRUE,102.693121693122,68.5246312029019,153.899073339802,TRUE,5.94409290217353,5.52101614670208,6.3056866997297,TRUE,5.09024141331674,4.77029765290249,5.41018517373099,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
KRATOM,Accidental Death,37,0.314332514332514,4435.9702970297,610.090188146296,32253.9730329365,4203.67652200913,TRUE,3294.93197278912,642.194347038614,16905.4379805296,TRUE,6.87805190104745,6.454975145576,7.23964569860361,TRUE,5.52512877857668,5.20518501816243,5.84507253899093,TRUE,4,Validated,"FDA import alert 54-15, DEA scheduling, extensive literature on mitragynine toxicity"
PRESERVISION AREDS 2,Age-Related Macular Degeneration,37,1.73495085995086,32.3861250820031,21.8329332809651,48.0403198383605,709.854180872179,TRUE,34.0797993529654,22.7426441619197,51.0685000244204,TRUE,4.41468831084613,3.99161155537467,4.77628210840229,TRUE,4.06857557939359,3.74863181897934,4.38851933980783,TRUE,4,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
CENTRUM SILVER MULTIMINERALS MULTIVITAMINS TABLET,Choking,36,8.10769860769861,4.46067472817803,3.5816888028737,5.55537349158912,105.876037401751,TRUE,8.72720721678768,5.36793940848926,14.1887119076455,TRUE,2.15097626713206,1.72156662342832,2.51718584870224,TRUE,2.08419699501788,1.7598967356442,2.40849725439156,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",Foreign Body Trauma,36,3.49318181818182,10.6288459089172,7.92493880725761,14.2552981295007,300.834519267914,TRUE,13.5722101360909,9.33408920054358,19.7346397726178,TRUE,3.36565391054556,2.93624426684183,3.73186349211575,TRUE,3.1922857963963,2.86798553702262,3.51658605576998,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CITRACAL SLOW RELEASE 1200,Choking,36,7.73349713349713,4.67680146588827,3.78015023397609,5.78613827427923,114.045449423099,TRUE,9.71587519412326,5.88744713683466,16.0338137385863,TRUE,2.21914509286206,1.78973544915832,2.58535467443224,TRUE,2.14831922112248,1.8240189617488,2.47261948049616,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
CITRACAL PETITES,Dysphagia,35,12.0543611793612,2.93164816602317,2.15186454473207,3.99400649561663,44.178941861085,TRUE,3.2915713313647,2.3010327509771,4.70851265583303,TRUE,1.53817296292949,1.10214537720176,1.90918471880825,TRUE,1.49963040475465,1.17079088816885,1.82846992134045,TRUE,4,Validated,"Formulation-related choking, large calcium tablet size"
HYDROXYCUT HARDCORE CAPSULES,Pain,35,5.00235462735463,7.11139615400659,5.3363852092851,9.47681872201177,181.332451070537,TRUE,9.42137471995109,6.39437937614309,13.8813004972614,TRUE,2.80699646251754,2.37096887678981,3.1780082183963,TRUE,2.68969799500167,2.36085847841587,3.01853751158748,TRUE,4,Validated,"2009 FDA recall, hepatotoxicity well-documented (Fong et al. 2010)"
CENTRUM SILVER WOMEN'S 50+,Dysphagia,34,11.3163390663391,3.03327399196139,2.21858043231311,4.14713434604514,45.9538624792847,TRUE,3.4263501334549,2.38058350015201,4.93151163833436,TRUE,1.58751031879722,1.14455794381726,1.96352367778057,TRUE,1.54581323237591,1.21223855138375,1.87938791336808,TRUE,4,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
