stratum,product_clean,meddra_pt,a,expected,prr,ror,eb05,ic,ic025,n_methods,robust_signal,ror_lower
Age 60+,MODERE TRIM CHOCOLATE,Blood Pressure Increased,3,0.363676731793961,8.27573529411765,14.2329046744234,1.19220304806223,2.01879159426428,0.971243836161473,4,TRUE,3.51449589231322
Age 60+,NAC MARKETING AGELESS MALE TABLET,Cerebrovascular Accident,3,0.1972849530576,15.3448051948052,23.3658562938952,2.06590762689047,2.32753466737734,1.27998690927453,4,TRUE,6.53711667431175
Age 60+,NATURAL ACCELERATOR,Vomiting,3,0.447031210352702,6.73290598290598,10.3314936184891,0.896408195749266,1.88587104502205,0.838323286919244,3,TRUE,2.81155720448397
Age 60+,NATURE MADE CALCIUM 600 MG WITH VITAMIN D3,Dyspnoea,3,0.354288251712763,8.48779174147217,18.3972184836249,1.22966280877524,2.03456007455874,0.98701231645593,4,TRUE,3.62561165145104
Age 60+,NATURE MADE SUPER B-COMPLEX WITH VITAMIN C & FOLIC ACID TABLET,Blood Pressure Increased,3,0.259769094138544,11.5875,25.6226576852419,1.67351095899726,2.20372198964842,1.15617423154561,4,TRUE,5.04761028403623
Age 60+,NATURE MADE TRIPLE OMEGA,Choking,3,0.590713017000761,5.08255401483392,28.5743994841206,0.496371067194788,1.68208336522988,0.634535607127068,3,TRUE,1.47551862647898
Age 60+,NATUREMADE CALCIUM,Dyspnoea,3,0.212572951027658,14.1481149012567,91.9986541049798,1.95959009077214,2.29624529653705,1.24869753843425,4,TRUE,4.7488699153907
Age 60+,NATUREMADE CALCIUM,Foreign Body,3,0.158525754884547,18.989156626506,125.852498494883,2.37685882172792,2.4100431516832,1.3624953935804,4,TRUE,6.49508218533751
Age 60+,NATUREMADE FISH OIL,Dyspnoea,3,0.566861202740421,5.30385996409336,8.36065908071292,0.555565096098212,1.71398242644179,0.666434668338981,3,TRUE,2.1857908672791
Age 60+,NATUREMADE IRON,Nausea,3,0.248160365389495,12.1230769230769,35.3659661711943,1.73879478168257,2.22593547737352,1.17838771927072,4,TRUE,5.21682396928481
Age 60+,NATUREMADE L-LYSINE 1000 MG,Dyspnoea,3,0.354288251712763,8.48779174147217,18.3972184836249,1.22966280877524,2.03456007455874,0.98701231645593,4,TRUE,3.62561165145104
Age 60+,NATUREMADE L-LYSINE 1000 MG,Foreign Body Trauma,3,0.210289266683583,14.3263636363636,32.0049962149886,1.97498229952662,2.30087633229886,1.25332857419606,4,TRUE,6.30276709165478
Age 60+,NATUREMADE MAGNESIUM,Dyspnoea,3,0.425145902055316,7.07271095152603,13.1399730820996,0.968393359259899,1.9196021101563,0.872054352053496,3,TRUE,2.98257494886614
Age 60+,NATUREMADE MAGNESIUM CITRATE SOFTGEL,Foreign Body,3,0.211367673179396,14.2409638554217,41.9480232791491,1.96769328835174,2.29868760172912,1.25113984362632,4,TRUE,6.18663414932072
Age 60+,NATUREMADE SUPER B COMPLEX TABLET,Blood Pressure Increased,3,0.571492007104796,5.26504010695187,7.53304996217716,0.543881052819272,1.70773383392208,0.660186075819275,3,TRUE,2.16516822485948
Age 60+,NATUREMADE SUPER B COMPLEX TABLET,Computerised Tomogram Abnormal,3,0.0307028672925653,104.787139689579,155.900070871722,4.65070307673807,2.7213786735514,1.6738309154486,4,TRUE,43.2789730297052
Age 60+,NATUREMADE SUPER B COMPLEX TABLET,Diarrhoea,3,0.704072570413601,4.27064883426712,6.03328365623448,0.24412968156442,1.53943257495943,0.491884816856627,3,TRUE,1.73471715273451
Age 60+,NATUREMADE SUPER B COMPLEX TABLET,Nausea,3,0.682441004821111,4.40643356643357,6.23809810956674,0.288980074606486,1.5655867166538,0.518038958550988,3,TRUE,1.7935194644536
Age 60+,NATUREMADE SUPER B COMPLEX TABLET,Staphylococcal Infection,3,0.0125602638924131,286.418181818182,418.100569259962,5.78511295552586,2.77156137855628,1.72401362045347,4,TRUE,109.394455156602
Age 60+,NATUREMADE VITAMIN C 1000 MG TABLET,Foreign Body,3,0.211367673179396,14.2409638554217,41.9480232791491,1.96769328835174,2.29868760172912,1.25113984362632,4,TRUE,6.18663414932072
Age 60+,NIACIN,Flushing,3,0.0426287744227353,72.2844036697248,142.917808219178,4.20931612958166,2.6893174643191,1.6417697062163,4,TRUE,32.0973757026705
Age 60+,NOW NIACIN,Bronchospasm,3,0.00152245622938341,3152.2,20053.7272727273,7.65921260223354,2.80296871637582,1.75542095827302,4,TRUE,922.685059497284
Age 60+,NOW NIACIN,Food Allergy,3,0.00494798274549607,685.260869565217,4688.06382978723,6.7895031797926,2.79314824076443,1.74560048266162,4,TRUE,235.576689178284
Age 60+,NOW NIACIN,Rash,3,0.0620400913473738,48.7956656346749,334.063369397218,3.694301875264,2.63860997275306,1.59106221465025,4,TRUE,17.2195302101104
Age 60+,NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Abdominal Pain,3,0.753171783811215,4.00670628183362,4.95536805219356,0.147223346706233,1.4817707303304,0.434222972227598,3,TRUE,1.62529482693086
Age 60+,NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Diverticulitis,3,0.287109870591221,10.6471915181593,13.3423192126658,1.53050934052937,2.15271798515935,1.10517022705654,4,TRUE,4.34361281329988
Age 60+,NUTRAFOL WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Heart Rate Increased,3,0.605683836589698,4.99196192490746,6.20205587618802,0.460420921089329,1.66241600718239,0.614868249079584,3,TRUE,2.03193393389662
Age 60+,OCUVITE ADULT 50 PLUS,Foreign Body In Throat,3,0.13029687896473,23.4506203473945,33.433011789925,2.65470414424304,2.47325149797496,1.42570373987215,4,TRUE,9.87036164033897
Age 60+,"OCUVITE ADULT 50+ (CAPSULE, SOFT)",Foreign Body,3,0.634103019538188,4.74457831325301,6.61982318831395,0.394546908613322,1.62580322443511,0.578255466332303,3,TRUE,1.9396849704405
Age 60+,OMEGA Q PLUS RESVERATROL,Atrial Fibrillation,3,0.170261354986044,17.8268577895134,26.4492753623188,2.27544161414505,2.38455926164307,1.33701150354027,4,TRUE,7.56813209580012
Age 60+,ONE A DAY MEN'S 50+ HEALTHY ADVANTAGE,Foreign Body,3,0.634103019538188,4.74457831325301,6.61982318831395,0.394546908613322,1.62580322443511,0.578255466332303,3,TRUE,1.9396849704405
Age 60+,ONE A DAY MEN'S MULTIVITAMIN,Foreign Body,3,0.264209591474245,11.3920481927711,25.1671282360024,1.64929987921184,2.19531465209763,1.14776689399482,4,TRUE,4.95799258880141
Age 60+,ONE A DAY MENS 50 PLUS HEATHLY ADVANTAGE,Retching,3,0.412331895458006,7.33416149068323,9.56434108527132,1.01227093887552,1.93972426182515,0.892176503722342,4,TRUE,3.01951797801691
Age 60+,ONE A DAY WOMEN'S,Breast Cancer,3,0.368561278863233,8.4075,10.0576489533011,1.17309183505632,2.0106553791856,0.963107621082793,4,TRUE,3.35938116619747
Age 60+,ONE A DAY WOMEN'S,Foreign Body In Throat,3,0.701598579040853,4.33935483870968,5.1816839347386,0.249189146796902,1.5423999101613,0.49485215205849,3,TRUE,1.74909496238171
Age 60+,ONE A DAY WOMEN'S (MULTIVITAMINS +MINERALS) FILM-COATED TABLET,Choking,3,0.787617356001015,3.81167365366011,9.52404750389596,0.0829259835974252,1.44265099368029,0.395103235577486,3,TRUE,1.40586491717202
Age 60+,"ONE A DAY WOMEN'S (MULTIVITAMINS, MULTIMINERALS) FILM-COATED TABLET",Choking,3,0.590713017000761,5.08255401483392,28.5743994841206,0.496371067194788,1.68208336522988,0.634535607127068,3,TRUE,1.47551862647898
Age 60+,ONE A DAY WOMEN'S 50 PLUS ADVANTAGE,Constipation,3,0.400596295356509,7.53540669856459,10.2576344086022,1.05366127621902,1.95840247384414,0.910854715741334,4,TRUE,3.12287608243897
Age 60+,ONE A DAY WOMEN'S 50 PLUS HEALTHY ADVANTAGE BAYER,Foreign Body,3,0.369893428063943,8.13614457831325,13.9798648739046,1.16792332574085,2.00844435187025,0.96089659376744,4,TRUE,3.45211098164223
Age 60+,"ONE A DAY WOMEN'S 50 PLUS HEALTHY ADVANTAGE, BAYER",Choking,3,0.590713017000761,5.08255401483392,28.5743994841206,0.496371067194788,1.68208336522988,0.634535607127068,3,TRUE,1.47551862647898
Age 60+,ONE A DAY WOMEN'S 50+ ADVANTAGE,Oropharyngeal Pain,3,0.463080436437453,6.53522491349481,8.30193820763769,0.845812112348621,1.86162672001513,0.814078961912327,3,TRUE,2.67593305436511
Age 60+,ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE MULTIVITAMINS + MINERALS FILM COATED TABLET,Foreign Body Trauma,3,0.252347120020299,11.9378787878788,22.8591975775927,1.7149077954228,2.21788456676207,1.17033680865926,4,TRUE,5.18456317008509
Age 60+,ONE A DAY WOMENS 50 HEALTHY ADVANTAGE MULTIVITAMINS MINERALS FILM COATED TABLET,Choking,3,0.590713017000761,5.08255401483392,28.5743994841206,0.496371067194788,1.68208336522988,0.634535607127068,3,TRUE,1.47551862647898
Age 60+,ONE A DAY WOMENS 50 PLUS ADVANTAGE MULTIVITAMINS FILM COATED TABLET,Choking,3,0.590713017000761,5.08255401483392,28.5743994841206,0.496371067194788,1.68208336522988,0.634535607127068,3,TRUE,1.47551862647898
Age 60+,ONE A DAY WOMENS MULTIVITAMINS COATED TABLET,Foreign Body Trauma,3,0.336462826693733,8.95227272727273,14.5448351799601,1.3035787335,2.06498159017359,1.01743383207078,4,TRUE,3.79922316100633
Age 60+,ONE A DAY WOMENS (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,Foreign Body Trauma,3,0.378520680030449,7.95707070707071,12.3063529959821,1.13489199920839,1.99420676983912,0.946659011736317,4,TRUE,3.34783726720177
Age 60+,ONE-A-DAY WOMEN'S (MULTIVITAMINS) COATED TABLET,Foreign Body Trauma,3,0.294404973357016,10.2318181818182,17.778198334595,1.49463331375802,2.13940836208593,1.09186060398312,4,TRUE,4.38818732881349
Age 60+,OSTEO BI-FLEX TRIPLE STRENGTH,Cough,3,0.230081197665567,13.1291666666667,20.6450590607894,1.84674135746066,2.2612260913701,1.2136783332673,4,TRUE,5.60818516621222
Age 60+,OSTEO BI-FLEX TRIPLE STRENGTH,Dyspnoea,3,0.637718853082974,4.71424296828247,7.0739206957242,0.38637725912623,1.62121083135055,0.573663073247744,3,TRUE,1.92614592466829
Age 60+,OSTEO BI-FLEX TRIPLE STRENGTH,Foreign Body,3,0.475577264653641,6.32730923694779,9.67707127309776,0.80760832148276,1.84302687971456,0.79547912161175,3,TRUE,2.63376518527288
Age 60+,PATRIOT POWER GREENS,Blood Glucose Increased,3,0.630867800050749,4.8140318627451,5.81874414245548,0.401896017140151,1.62992463584102,0.582376877738216,3,TRUE,1.94839112510587
Age 60+,PATRIOT POWER GREENS,Muscular Weakness,3,0.300875412331896,10.2699346405229,12.4582217918779,1.46354265200513,2.12770518878156,1.08015743067875,4,TRUE,4.12914269103299
Age 60+,PHILLIPS' COLON HEALTH,Abdominal Pain Upper,3,0.549099213397615,5.48838289962825,7.32305099900272,0.601279244646424,1.73820380190373,0.690656043800926,3,TRUE,2.25293889121557
Age 60+,PHILLIPS' COLON HEALTH,Constipation,3,0.427302715046942,7.06399521531101,9.49719014115669,0.961137478481537,1.91624263795884,0.868694879856038,3,TRUE,2.91928282856104
Age 60+,PHILLIPS' COLON HEALTH,Haematochezia,3,0.230398376046689,13.1819196428571,17.9281530974181,1.84477624647308,2.2605994592789,1.21305170117609,4,TRUE,5.49236109557146
Age 60+,PHILLIPS' COLON HEALTH (BIFIDOBACTERIUM + LACTOBACILLUS) CAPSULE,Abdominal Distension,3,0.343060137021061,8.85816135084428,11.2579075425791,1.27577859675791,2.0536474720319,1.00609971392909,4,TRUE,3.63167483203817
Age 60+,PHILLIPS' COLON HEALTH (BIFIDOBACTERIUM + LACTOBACILLUS) CAPSULE,Stomach Discomfort,3,0.0841157066734331,37.8317307692308,48.1831542004826,3.27054104947469,2.58302883806321,1.5354810799604,4,TRUE,15.1378593167502
Age 60+,PHILLIPS' LAXATIVE DIETARY SUPPLEMENT (MAGNESIUM OXIDE) COATED TABLET,Nausea,3,0.744481096168485,4.03897435897436,5.58107852922928,0.163908743599861,1.49181060629962,0.444262848196809,3,TRUE,1.63577715410265
Age 60+,PRESERVISION,Nausea,3,0.620400913473738,4.84738461538462,7.07032291132753,0.425932330220636,1.6433398572888,0.595792099185993,3,TRUE,1.98470182880659
Age 60+,PRESERVISION AREDS,Blindness,3,0.225513828977417,13.7885964912281,16.840369088812,1.87533982593317,2.27027990326357,1.22273214516076,4,TRUE,5.53405502719241
Age 60+,PRESERVISION AREDS,Cataract,3,0.311151991880233,9.88616352201258,12.0734051367026,1.41550049802385,2.10931074814154,1.06176299003873,4,TRUE,3.99291120807098
Age 60+,PRESERVISION AREDS 2,Eye Irritation,3,0.522392793707181,6.92850637522769,7.78953339432754,0.67286113007747,1.77540534939984,0.727857591297034,3,TRUE,2.37362062528723
Age 60+,PRESERVISION AREDS 2,Hiatus Hernia,3,0.696523724942908,4.89071038251366,5.56212259835316,0.259623398493073,1.54850591881417,0.500958160711367,3,TRUE,1.75971707247231
Age 60+,PRESERVISION AREDS 2,Medication Residue Present,3,0.45274042121289,8.31420765027322,9.27447392497713,0.878205573126227,1.87719981859199,0.829652060489187,3,TRUE,2.75804355842918
Age 60+,PRESERVISION AREDS 2,Ocular Discomfort,3,0.139304744988582,83.1420765027322,64.9597438243367,2.56010106318672,2.45277921522569,1.40523145712288,4,TRUE,9.57447821438812
Age 60+,PRESERVISION AREDS 2,Parkinson's Disease,3,0.557218979954326,6.39554434636402,7.21205652129714,0.580201457164253,1.7270806914356,0.679532933332798,3,TRUE,2.21888956735385
Age 60+,PRESERVISION AREDS 2,Retinal Haemorrhage,3,0.557218979954326,6.39554434636402,7.21205652129714,0.580201457164253,1.7270806914356,0.679532933332798,3,TRUE,2.21888956735385
Age 60+,PRESERVISION AREDS 2,Skin Cancer,3,0.417914234965745,9.23800850030358,10.251408484615,0.992991699690472,1.93092365477635,0.883375896673544,3,TRUE,3.00084901419448
Age 60+,PRESERVISION AREDS 2 FORMULA,Blindness Unilateral,3,0.147297640192844,22.7877906976744,26.7827202737382,2.48105607664278,2.43485377259297,1.38730601449016,4,TRUE,8.56167070680541
Age 60+,PRESERVISION AREDS 2 FORMULA,Feeling Hot,3,0.523724942907891,5.88072018004501,6.98699926350508,0.669205109556773,1.77352678172727,0.725979023624463,3,TRUE,2.35255398885021
Age 60+,PRESERVISION AREDS 2 FORMULA,Pneumonia,3,0.676478051256026,4.51989236978666,5.36716690076637,0.301592681988004,1.57288051661606,0.525332758513251,3,TRUE,1.81504130147818
Age 60+,PRESERVISION AREDS 2 FORMULA CHEWABLE,Blood Pressure Increased,3,0.363676731793961,8.27573529411765,14.2329046744234,1.19220304806223,2.01879159426428,0.971243836161473,4,TRUE,3.51449589231322
Age 60+,PRESERVISION AREDS 2 FORMULA CHEWABLES,Neovascular Age-Related Macular Degeneration,3,0.0380614057345851,92.5529411764706,114.309090909091,4.36283183139971,2.701512188599,1.6539644304962,4,TRUE,34.1861000419716
Age 60+,PRESERVISION AREDS 2 FORMULA SOFT GELS,Blindness Unilateral,3,0.414488708449632,8.01756198347108,9.24455711303311,1.00479157023859,1.9363176603819,0.888769902279092,4,TRUE,2.99452913702856
Age 60+,PRESERVISION AREDS 2 FORMULA SOFT GELS,Blood Pressure Systolic Increased,3,0.46054300938848,7.1267217630854,8.23446574302524,0.853694340661587,1.86543280332248,0.817885045219671,3,TRUE,2.68772061502851
Age 60+,PRESERVISION AREDS 2 FORMULA SOFT GELS,Illness,3,0.260974371986805,13.7443919716647,15.630192210784,1.66689910304794,2.2014351493267,1.15388739122389,4,TRUE,4.83059834503036
Age 60+,"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Hip Fracture,3,0.248350672418168,13.3581196581197,15.5535065859737,1.73770038628997,2.22556855056703,1.17802079246422,4,TRUE,5.03564991518943
Age 60+,"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Vertigo,3,0.599467140319716,5.18374792703151,6.09014675052411,0.475240765083314,1.67055043492357,0.623002676820762,3,TRUE,2.05169894431678
Age 60+,"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Visual Acuity Reduced,3,0.359680284191829,8.90541310541311,10.4259374253642,1.2080300186581,2.02548279686324,0.977935038760433,4,TRUE,3.44839283009041
Age 60+,PRESERVISION AREDS 2 MULTIVITAMIN,Cataract,3,0.248921593504187,12.3647798742138,15.325835610679,1.73442217241253,2.22446832974787,1.17692057164506,4,TRUE,5.01350825682374
Age 60+,PRESERVISION AREDS 2 MULTIVITAMIN,Eye Haemorrhage,3,0.127886323268206,24.7295597484277,30.6119402985075,2.6811091220098,2.47877962932843,1.43123187122563,4,TRUE,9.85628544807446
Age 60+,PRESERVISION AREDS 2 MULTIVITAMIN,Feeling Abnormal,3,0.584623192083228,5.18050065876153,6.37808001413053,0.511255096136135,1.69016099766529,0.642613239562488,3,TRUE,2.10614908127016
Age 60+,PRESERVISION AREDS 2 MULTIVITAMIN,Hypertension,3,0.63486424765288,4.76606060606061,5.86041661023377,0.392823133646593,1.62483518925617,0.57728743115336,3,TRUE,1.93626497148629
Age 60+,PRESERVISION AREDS 2 SOFT GELS,Haemorrhage,3,0.284191829484902,10.6859728506787,14.0167042889391,1.54511333523513,2.15807640648937,1.11052864838656,4,TRUE,4.414757183669
Age 60+,"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",Visual Impairment,3,0.185168738898757,16.5367647058824,21.6320166320166,2.15611214116246,2.3528236875671,1.30527592946429,4,TRUE,6.81645478195693
Age 60+,PRESERVISION AREDS SOFT GELS,Neuropathy Peripheral,3,0.192590713017001,16.0684371807967,20.0563238391794,2.10018993200899,2.33727997444902,1.28973221634621,4,TRUE,6.50816013607015
Age 60+,"PRESERVISION AREDS SOFT GELS (CAPSULE, SOFT)",Condition Aggravated,3,0.163664044658716,18.6378698224852,25.7376991150443,2.33157475628637,2.39882990151744,1.35128214341463,4,TRUE,7.79151007762532
Age 60+,PRESERVISION LUTEIN,Blood Pressure Increased,3,0.623445825932504,4.82598039215686,6.73964611467432,0.418898548703256,1.63942436455616,0.591876606453354,3,TRUE,1.97473087662052
Age 60+,PREVAGEN EXTRA STRENGTH,Confusional State,3,0.278228875919817,11.0789288231149,13.5687697747999,1.57542402990754,2.16908850492842,1.12154074682561,4,TRUE,4.4733029680775
Age 60+,PREVAGEN EXTRA STRENGTH,Tremor,3,0.447348388733824,6.81250902787809,8.32652983220579,0.895390891215372,1.88538794049325,0.837840182390439,3,TRUE,2.76350981511346
Age 60+,PREVAGEN REGULAR STRENGTH,Anxiety,3,0.589634610504948,5.16177437020811,6.22362362362362,0.498995617037412,1.68351048796096,0.635962729858152,3,TRUE,2.08674746431948
Age 60+,PREVAGEN REGULAR STRENGTH,Confusional State,3,0.355874143618371,8.65509641873278,10.4592964824121,1.2232664819115,2.03188435317731,0.984336595074504,4,TRUE,3.48218541334152
Age 60+,PREVAGEN REGULAR STRENGTH,Gait Disturbance,3,0.680347627505709,4.46278409090909,5.37402597402597,0.293395355683906,1.56814310770845,0.52059534960564,3,TRUE,1.80445443917047
Age 60+,PREVAGEN REGULAR STRENGTH,Memory Impairment,3,0.26516112661761,11.7377334993773,14.1827664399093,1.64416423271209,2.19351943633541,1.1459716782326,4,TRUE,4.6926860486038
Age 60+,PREVAGEN REGULAR STRENGTH,Tremor,3,0.572189799543263,5.32207792207792,6.41836945304438,0.542128618495585,1.70679460709935,0.659246848996544,3,TRUE,2.15134159756267
Age 60+,PREVAGEN REGULAR STRENGTH,Vertigo,3,0.244227353463588,12.7888738127544,15.4493827160494,1.76160016914583,2.23353960043848,1.18599184233568,4,TRUE,5.10105987355728
Age 60+,"PREVAGEN, 10 MG, QUINCY BIOSCIENCE",Transient Ischaemic Attack,3,0.0241055569652373,128.478260869565,395.241441441441,4.96901506376459,2.73942561133932,1.69187785323651,4,TRUE,57.7338326625272
Age 60+,PROSVENT ULTRA BLEND,Urinary Tract Infection,3,0.151294087794976,20.1910256410256,27.8989137380192,2.44310048307469,2.42597388645927,1.37842612835647,4,TRUE,8.43912141668104
Age 60+,PROTANDIM,Nausea,3,0.372240548084243,8.08102564102564,15.1547924141466,1.15886171495254,2.00455695800869,0.957009199905885,4,TRUE,3.43934168918545
Age 60+,PROTANDIM US,Hypertension,3,0.529053539710733,5.72145454545455,7.14182478138921,0.654672978475208,1.76603687717678,0.718489119073969,3,TRUE,2.33326705351951
Age 60+,PURITAN'S PRIDE GINKGO BILOBA,Atrial Fibrillation,3,0.139304744988582,21.7911479944675,34.5919732441472,2.56010106318672,2.45277921522569,1.40523145712288,4,TRUE,9.37412433430558
Age 60+,PURITAN'S PRIDE GREEN TEA EXTRACT,Atrial Fibrillation,3,0.0773915249936564,39.2340248962656,89.9623188405797,3.38696180421258,2.59973308522725,1.55218532712444,4,TRUE,17.661508090463
Age 60+,PURITAN'S PRIDE NIACIN 500MG COATED CAPLETS,Dizziness,3,0.370337477797513,8.12635379061372,13.9621166566446,1.16620459587982,2.00770809513526,0.960160337032456,4,TRUE,3.44773516981443
Age 60+,PURITAN'S PRIDE NIACIN 500MG COATED CAPLETS,Flushing,3,0.0497335701598579,61.954128440367,111.151192288179,3.99889904662534,2.67055043492357,1.62300267682076,4,TRUE,27.1510896233582
Age 60+,PURITAN'S PRIDE TURMERIC CURCUMIN,Asthenia,3,0.555379345343821,5.42750459558824,7.17567703952902,0.584949984227962,1.72959326788582,0.682045509783015,3,TRUE,2.22577464453003
Age 60+,PURITAN'S PRIDE TURMERIC CURCUMIN,Atrial Fibrillation,3,0.263131184978432,11.5306321698804,15.4987506246877,1.65514246510693,2.197351934132,1.14980417602919,4,TRUE,4.79024647338746
Age 60+,PURITANS PRIDE NEURO-PS 100MG RAPID RELEASE SOFTGELS,Confusional State,3,0.0194113169246384,159.20202020202,1101.88442211055,5.24770028386696,2.75240556917203,1.70485781106922,4,TRUE,56.5421751268868
Age 60+,QUINCY BIOSCIENCE PREVAGEN,Convulsion,3,0.0672418167977671,45.8854368932039,70.5703703703704,3.58267023508301,2.6253191256528,1.57777136754999,4,TRUE,19.5541384281619
Age 60+,QUINCY BIOSCIENCE PREVAGEN 10MG,Dizziness,3,0.370337477797513,8.12635379061372,13.9621166566446,1.16620459587982,2.00770809513526,0.960160337032456,4,TRUE,3.44773516981443
Age 60+,REUMOFAN PLUS,Blood Glucose Increased,3,0.346358792184725,8.78125,11.083422459893,1.26207686786366,2.04801363022789,1.00046587212508,4,TRUE,3.59374083552374
Age 60+,REUMOFAN PLUS,Body Temperature Increased,3,0.127886323268206,24.4347826086957,30.9415996614473,2.6811091220098,2.47877962932843,1.43123187122563,4,TRUE,9.87764010167498
Age 60+,REUMOFAN PLUS,Gastrointestinal Haemorrhage,3,0.122557726465364,25.5454545454545,32.343653250774,2.74125180962556,2.49107540012721,1.4435276420244,4,TRUE,10.3139618963948
Age 60+,REUMOFAN PLUS,Hypotension,3,0.19360568383659,15.9056603773585,20.1442511276811,2.09270820429076,2.33516729599585,1.28761953789305,4,TRUE,6.48525442641688
Age 60+,REUMOFAN PLUS,Insomnia,3,0.328596802841918,9.26373626373626,11.698254096159,1.33744077288791,2.07861276328608,1.03106500518327,4,TRUE,3.79125645028746
Age 60+,REUMOFAN PLUS,White Blood Cell Count Increased,3,0.0941385435168739,33.72,42.6346340516405,3.112774892913,2.55848363349637,1.51093587539357,4,TRUE,13.4875698842812
Age 60+,SAMBUCOL BLACK ELDERBERRY,Dizziness,3,0.15871606191322,18.9663056558363,125.692723992784,2.37515603959283,2.4096262881963,1.36207853009349,4,TRUE,6.48684250154864
Age 60+,SAMBUCOL BLACK ELDERBERRY,Malaise,3,0.101053032225324,29.8503787878788,201.76821192053,3.01319337625928,2.54179072824962,1.49424297014681,4,TRUE,10.4083598739064
Age 60+,SLOW FE BROWN (NCH) (FERROUS SULFATE) TABLET,Anaemia,3,0.154656178634864,19.9337273111017,25.7969836220101,2.41192523242151,2.41854560588482,1.37099784778201,4,TRUE,8.16877902045345
Age 60+,SLOW FE BROWN (NCH) (FERROUS SULFATE) TABLET,Fatigue,3,0.697411824410048,4.32247139588101,5.48154702367213,0.257791948245334,1.54743550005859,0.499887741955788,3,TRUE,1.75793974139199
Age 60+,SUPER BETA PROSTATE,Anal Haemorrhage,3,0.302144125856382,13.2774249422633,14.6566236250598,1.45752423320189,2.12542153964484,1.07787378154203,4,TRUE,4.20553864950273
Age 60+,SUPER BETA PROSTATE,Blood Urine,3,0.192273534635879,26.5548498845266,27.6919602529359,2.10253595132046,2.33794082144005,1.29039306333724,4,TRUE,6.82762405555667
Age 60+,SUPER BETA PROSTATE,Haemorrhage Urinary Tract,3,0.164805886830754,35.4064665127021,35.6062717770035,2.32170178406575,2.39634985977063,1.34880210166782,4,TRUE,8.06721477657465
Age 60+,SUPER BETA PROSTATE,Renal Pain,3,0.604288251712763,5.59049471253191,6.38419845736919,0.46373459829534,1.6642381149451,0.616690356842292,3,TRUE,2.038051626351
Age 60+,SUPER BETA PROSTATE,Scrotal Swelling,3,0.137338239025628,53.1096997690531,49.8520325203252,2.5802310549644,2.45722379476757,1.40967603666476,4,TRUE,9.80802850877854
Age 60+,SUPER BETA PROSTATE,Urinary Hesitation,3,0.329611773661507,11.802155504234,13.1129653401797,1.33302655723265,2.07684664824882,1.02929889014601,4,TRUE,3.83554574522554
Age 60+,SUPER BETA PROSTATE,Urogenital Haemorrhage,3,0.0824029434153768,Inf,249.292682926829,3.29931548795071,2.58726537013082,1.53971761202801,4,TRUE,12.8563593974864
Age 60+,SUPER BETA PROSTATE,Vascular Injury,3,0.192273534635879,26.5548498845266,27.6919602529359,2.10253595132046,2.33794082144005,1.29039306333724,4,TRUE,6.82762405555667
Age 60+,SUPER BETA PROSTATE P3 ADVANCED,Dysuria,3,0.446587160619132,6.94037780401417,8.23969062441049,0.897833628311964,1.88654766325738,0.838999905154568,3,TRUE,2.76493380720262
Age 60+,SUPER BETA VIRILITY BOOST,Renal Failure,3,0.390002537427049,7.86992820170312,9.52497055872988,1.09207240709322,1.97547356768818,0.927925809585369,4,TRUE,3.1738124913277
Age 60+,TRIPLE ACTION VIRILITY,Cerebrovascular Accident,3,0.512940877949759,5.89585414585415,7.44946377461292,0.699071008586464,1.78880495085818,0.74125719275537,3,TRUE,2.40975761810826
Age 60+,TRIPLE ACTION VIRILITY,Haematochezia,3,0.374397361075869,8.10679945054945,10.2925176515187,1.15058471419926,2.00099396997049,0.953446211867682,4,TRUE,3.32257346851574
Age 60+,TRUBIOTICS (BIFIDOBACTERIUM + LACTOBACILLUS) CAPSULE,Diarrhoea,3,0.768079167723928,3.91451292246521,5.39783512432348,0.119044281682242,1.46471010456345,0.417162346460641,3,TRUE,1.58214755600838
Age 60+,TRUVY TRU,Headache,3,0.135244861710226,22.3018867924528,66.9893182532202,2.60197296053998,2.46197021611168,1.41442245800888,4,TRUE,9.87307316959428
Age 60+,UMARY HYALURONIC ACID,Weight Increased,3,0.0473864501395585,65.6458333333333,104.852842809365,4.06507512934133,2.67672329389429,1.62917553579148,4,TRUE,28.0717414237732
Age 60+,UQORA DEFEND PART 2,Hospitalisation,3,0.0402816544024359,76.2532258064516,175.820883534137,4.28616473913842,2.69557132174989,1.64802356364708,4,TRUE,34.3594907730251
Age 60+,UQORA DEFEND PART 2,Urinary Tract Infection,3,0.0504313625983253,60.6115384615385,139.584025559105,3.97979650278882,2.66872034237005,1.62117258426724,4,TRUE,27.3307526683912
