stratum,product_clean,meddra_pt,a,expected,prr,ror,eb05,ic,ic025,n_methods,robust_signal,ror_lower
Age 18-39,ARBONNE ESSENTIALS GREENS BALANCE,Dyspnoea,5,1.05831765654394,4.75067126965861,7.99237796637656,0.95325997261939,1.81944226790261,0.984004345641734,3,TRUE,2.56076488192866
Age 18-39,ARBONNE ESSENTIALS HERBAL DETOX TEA,Rash,5,0.621607094866971,8.18342151675485,11.5727906123946,1.70654860164727,2.29386423819804,1.45842631593716,4,TRUE,4.25997851120081
Age 18-39,ARBONNE ESSENTIALS PROTEIN SHAKE MIX - CHOCOLATE,Rash,5,0.7252082773448,7.0115268329554,9.46468646864686,1.48912834881514,2.1664045998983,1.33096667763742,4,TRUE,3.57656997428807
Age 18-39,ARBONNE ESSENTIALS PROTEIN SHAKE MIX - VANILLA,Pharyngeal Oedema,5,0.273716742811072,19.2054865424431,26.4126126126126,2.84636950365083,2.82955422019964,1.99411629793875,4,TRUE,9.84787464584153
Age 18-39,BURN,Dehydration,5,0.424885783391561,12.0653233669158,17.5624242424242,2.23947853429161,2.57208449914837,1.73664657688749,4,TRUE,6.37323023804283
Age 18-39,CATALYST BOTTLE,Abdominal Pain,5,0.968556839559258,5.21198933033834,7.3488915375447,1.07921506556556,1.90503251329913,1.06959459103825,4,TRUE,2.68270609834239
Age 18-39,EXTENZE PLUS,Cold Sweat,5,0.112872883633432,47.6282051282051,82.4636132315522,4.0191811779272,3.16577183890532,2.33033391664443,4,TRUE,26.7217376244604
Age 18-39,EXTENZE PLUS,Nausea,5,1.66729373824241,3.00858438613541,4.55991581673952,0.305072834028014,1.34353692021874,0.508098997957857,3,TRUE,1.51440974153218
Age 18-39,EXTENZE PLUS,Vomiting,5,1.53668368718087,3.26564697609001,5.01194869091548,0.421643436858878,1.43320968269801,0.597771760437125,3,TRUE,1.66430106325518
Age 18-39,HYDROXYCUT,Faeces Discoloured,5,0.444235420585864,12.8091257401602,14.5721393034826,2.17742053385446,2.54221311053923,1.70677518827835,4,TRUE,5.76394367742263
Age 18-39,HYDROXYCUT,Faeces Pale,5,0.292260145122279,21.1350574712644,23.8552845528455,2.75666603707999,2.795385484668,1.95994756240712,4,TRUE,9.08031684446281
Age 18-39,HYDROXYCUT,Hypertension,5,1.43791991400161,3.58221313072277,4.07172995780591,0.516501264510981,1.50492266711034,0.669484744849464,3,TRUE,1.68544948530365
Age 18-39,HYDROXYCUT,Liver Injury,5,1.40284869658694,3.67566216891554,4.17922077922078,0.551744513162313,1.53127076714718,0.695832844886303,3,TRUE,1.72911905710963
Age 18-39,HYDROXYCUT HARDCORE,Anxiety,5,1.57269551195915,3.20563818747838,3.96287529908153,0.388550837843023,1.40792342483893,0.572485502578046,3,TRUE,1.55780223108736
Age 18-39,HYDROXYCUT HARDCORE,Convulsion,5,1.04219295888202,4.86738445378151,6.13449150888151,0.975091399385057,1.8344483323688,0.999010410107916,3,TRUE,2.40528498878483
Age 18-39,HYDROXYCUT HARDCORE,Loss Of Consciousness,5,0.842784197796291,6.04533594259622,7.67222410701304,1.27653566403778,2.03420415436756,1.19876623210668,4,TRUE,3.00276569519316
Age 18-39,HYDROXYCUT HARDCORE CAPSULES,Cardio-Respiratory Distress,5,0.10655737704918,75.625,84.4440395627278,4.09205535289962,3.18071559057123,2.34527766831035,4,TRUE,27.9952006215585
Age 18-39,HYDROXYCUT HARDCORE CAPSULES,Hepatocellular Injury,5,0.450819672131148,12.1,14.1323928853062,2.15689797200021,2.53218796107261,1.69675003881173,4,TRUE,5.64226759620931
Age 18-39,HYDROXYCUT HARDCORE CAPSULES,Renal Disorder,5,0.39344262295082,14.0697674418605,16.4222357847625,2.3463883164732,2.62198463142326,1.78654670916238,4,TRUE,6.51307040004986
Age 18-39,HYDROXYCUT MAX LIQUID CAPS,Rhabdomyolysis,5,0.264041924213921,19.6481481481482,30.2339544513458,2.89548355270436,2.84770791008554,2.01226998782466,4,TRUE,10.6167333477993
